,time,portfolio,stock,order
3,1396,hipzw,11,28.0
1,1396,wizey,13,-54.0
3,1396,wizey,15,60.0
1,1396,uitcq,17,104.0
3,1396,uitcq,19,-66.0
0,1397,djruh,0,-12.0
1,1397,djruh,1,-19.0
2,1397,djruh,2,-21.0
3,1397,djruh,3,47.0
1,1397,hjmxr,5,-54.0
0,1397,hipzw,8,56.0
1,1397,hipzw,9,43.0
2,1397,hipzw,10,-27.0
3,1397,hipzw,11,-87.0
1,1397,wizey,13,-10.0
3,1397,wizey,15,2.0
1,1397,uitcq,17,2.0
3,1397,uitcq,19,-3.0
0,1398,djruh,0,8.0
1,1398,djruh,1,-6.0
2,1398,djruh,2,5.0
3,1398,djruh,3,4.0
1,1398,hjmxr,5,-6.0
0,1398,hipzw,8,-9.0
2,1398,hipzw,10,-27.0
3,1398,hipzw,11,21.0
1,1398,wizey,13,52.0
3,1398,wizey,15,-28.0
1,1398,uitcq,17,-78.0
3,1398,uitcq,19,43.0
0,1399,djruh,0,26.0
1,1399,djruh,1,-16.0
2,1399,djruh,2,-36.0
3,1399,djruh,3,27.0
1,1399,hjmxr,5,14.0
0,1399,hipzw,8,-37.0
1,1399,hipzw,9,-29.0
2,1399,hipzw,10,-22.0
3,1399,hipzw,11,76.0
1,1399,wizey,13,-77.0
3,1399,wizey,15,54.0
1,1399,uitcq,17,-64.0
3,1399,uitcq,19,50.0
0,1400,djruh,0,-17.0
1,1400,djruh,1,-32.0
3,1400,djruh,3,50.0
1,1400,hjmxr,5,8.0
0,1400,hipzw,8,-29.0
1,1400,hipzw,9,-5.0
2,1400,hipzw,10,39.0
3,1400,hipzw,11,-9.0
1,1400,wizey,13,-1.0
3,1400,wizey,15,8.0
1,1400,uitcq,17,11.0
3,1400,uitcq,19,1.0
0,1401,djruh,0,25.0
1,1401,djruh,1,-8.0
2,1401,djruh,2,2.0
3,1401,djruh,3,-11.0
1,1401,hjmxr,5,26.0
0,1401,hipzw,8,4.0
1,1401,hipzw,9,-48.0
2,1401,hipzw,10,53.0
3,1401,hipzw,11,7.0
1,1401,wizey,13,104.0
3,1401,wizey,15,-112.0
1,1401,uitcq,17,-12.0
3,1401,uitcq,19,4.0
0,1402,djruh,0,8.0
1,1402,djruh,1,-5.0
2,1402,djruh,2,-2.0
3,1402,djruh,3,-5.0
1,1402,hjmxr,5,28.0
0,1402,hipzw,8,-2.0
1,1402,hipzw,9,-80.0
2,1402,hipzw,10,12.0
3,1402,hipzw,11,76.0
1,1402,wizey,13,58.0
3,1402,wizey,15,-75.0
1,1402,uitcq,17,90.0
3,1402,uitcq,19,-73.0
0,1403,djruh,0,-5.0
1,1403,djruh,1,-1.0
3,1403,djruh,3,-3.0
1,1403,hjmxr,5,11.0
0,1403,hipzw,8,26.0
1,1403,hipzw,9,59.0
2,1403,hipzw,10,21.0
3,1403,hipzw,11,-97.0
3,1403,wizey,15,36.0
1,1403,uitcq,17,-79.0
3,1403,uitcq,19,81.0
0,1404,djruh,0,-1.0
3,1404,djruh,3,-8.0
1,1404,hjmxr,5,-35.0
0,1404,hipzw,8,-19.0
1,1404,hipzw,9,5.0
2,1404,hipzw,10,25.0
3,1404,hipzw,11,-15.0
1,1404,wizey,13,1.0
3,1404,wizey,15,3.0
1,1404,uitcq,17,-127.0
3,1404,uitcq,19,114.0
0,1405,djruh,0,29.0
1,1405,djruh,1,-7.0
3,1405,djruh,3,-4.0
1,1405,hjmxr,5,-39.0
0,1405,hipzw,8,-67.0
1,1405,hipzw,9,23.0
2,1405,hipzw,10,27.0
3,1405,hipzw,11,32.0
1,1405,wizey,13,-9.0
3,1405,wizey,15,-28.0
1,1405,uitcq,17,105.0
3,1405,uitcq,19,-69.0
0,1406,djruh,0,42.0
1,1406,djruh,1,-10.0
3,1406,djruh,3,-11.0
1,1406,hjmxr,5,-62.0
0,1406,hipzw,8,19.0
1,1406,hipzw,9,-97.0
2,1406,hipzw,10,40.0
3,1406,hipzw,11,19.0
1,1406,wizey,13,-41.0
3,1406,wizey,15,5.0
1,1406,uitcq,17,-78.0
3,1406,uitcq,19,69.0
0,1407,djruh,0,10.0
1,1407,djruh,1,-4.0
3,1407,djruh,3,-14.0
1,1407,hjmxr,5,-10.0
0,1407,hipzw,8,-40.0
1,1407,hipzw,9,-13.0
2,1407,hipzw,10,43.0
3,1407,hipzw,11,5.0
1,1407,wizey,13,1.0
3,1407,wizey,15,2.0
1,1407,uitcq,17,100.0
3,1407,uitcq,19,-70.0
0,1408,djruh,0,14.0
1,1408,djruh,1,-93.0
3,1408,djruh,3,82.0
1,1408,hjmxr,5,103.0
0,1408,hipzw,8,-19.0
2,1408,hipzw,10,28.0
3,1408,hipzw,11,12.0
1,1408,wizey,13,3.0
3,1408,wizey,15,3.0
1,1408,uitcq,17,5.0
3,1408,uitcq,19,-5.0
0,1409,djruh,0,-20.0
1,1409,djruh,1,-40.0
3,1409,djruh,3,44.0
1,1409,hjmxr,5,37.0
0,1409,hipzw,8,-19.0
1,1409,hipzw,9,92.0
2,1409,hipzw,10,-53.0
3,1409,hipzw,11,-47.0
1,1409,wizey,13,-29.0
3,1409,wizey,15,5.0
1,1409,uitcq,17,25.0
3,1409,uitcq,19,-1.0
0,1410,djruh,0,-23.0
3,1410,djruh,3,4.0
1,1410,hjmxr,5,28.0
0,1410,hipzw,8,-4.0
1,1410,hipzw,9,-37.0
2,1410,hipzw,10,66.0
3,1410,hipzw,11,-32.0
1,1410,wizey,13,-34.0
3,1410,wizey,15,-4.0
1,1410,uitcq,17,-1.0
3,1410,uitcq,19,-2.0
0,1411,djruh,0,-15.0
3,1411,djruh,3,8.0
1,1411,hjmxr,5,42.0
0,1411,hipzw,8,54.0
1,1411,hipzw,9,-56.0
2,1411,hipzw,10,-94.0
3,1411,hipzw,11,51.0
1,1411,wizey,13,-55.0
3,1411,wizey,15,17.0
1,1411,uitcq,17,-103.0
3,1411,uitcq,19,101.0
0,1412,djruh,0,-18.0
3,1412,djruh,3,3.0
1,1412,hjmxr,5,2.0
0,1412,hipzw,8,-41.0
1,1412,hipzw,9,61.0
2,1412,hipzw,10,-44.0
3,1412,hipzw,11,49.0
1,1412,wizey,13,-8.0
3,1412,wizey,15,37.0
1,1412,uitcq,17,44.0
3,1412,uitcq,19,-43.0
0,1413,djruh,0,-41.0
3,1413,djruh,3,29.0
1,1413,hjmxr,5,-14.0
0,1413,hipzw,8,-94.0
1,1413,hipzw,9,118.0
2,1413,hipzw,10,-14.0
3,1413,hipzw,11,18.0
1,1413,wizey,13,41.0
3,1413,wizey,15,-33.0
1,1413,uitcq,17,-27.0
3,1413,uitcq,19,-7.0
0,1414,djruh,0,9.0
3,1414,djruh,3,-4.0
1,1414,hjmxr,5,35.0
0,1414,hipzw,8,-26.0
1,1414,hipzw,9,-23.0
2,1414,hipzw,10,70.0
3,1414,hipzw,11,-8.0
1,1414,wizey,13,-7.0
3,1414,wizey,15,-12.0
1,1414,uitcq,17,-125.0
3,1414,uitcq,19,84.0
0,1415,djruh,0,-20.0
3,1415,djruh,3,13.0
1,1415,hjmxr,5,-5.0
0,1415,hipzw,8,-3.0
1,1415,hipzw,9,-38.0
2,1415,hipzw,10,41.0
3,1415,hipzw,11,-13.0
1,1415,wizey,13,9.0
1,1415,uitcq,17,47.0
3,1415,uitcq,19,-48.0
0,1416,djruh,0,25.0
3,1416,djruh,3,-11.0
1,1416,hjmxr,5,64.0
0,1416,hipzw,8,104.0
1,1416,hipzw,9,-13.0
2,1416,hipzw,10,44.0
3,1416,hipzw,11,-153.0
1,1416,wizey,13,1.0
3,1416,wizey,15,3.0
1,1416,uitcq,17,6.0
3,1416,uitcq,19,-4.0
0,1417,djruh,0,36.0
3,1417,djruh,3,-22.0
1,1417,hjmxr,5,23.0
0,1417,hipzw,8,-46.0
1,1417,hipzw,9,-113.0
2,1417,hipzw,10,11.0
3,1417,hipzw,11,137.0
1,1417,wizey,13,43.0
3,1417,wizey,15,-50.0
1,1417,uitcq,17,-12.0
3,1417,uitcq,19,21.0
0,1418,djruh,0,-8.0
3,1418,djruh,3,-1.0
1,1418,hjmxr,5,-59.0
0,1418,hipzw,8,32.0
1,1418,hipzw,9,79.0
2,1418,hipzw,10,-65.0
3,1418,hipzw,11,-56.0
1,1418,wizey,13,57.0
3,1418,wizey,15,-12.0
1,1418,uitcq,17,-150.0
3,1418,uitcq,19,125.0
0,1419,djruh,0,36.0
3,1419,djruh,3,-20.0
1,1419,hjmxr,5,3.0
0,1419,hipzw,8,-27.0
1,1419,hipzw,9,-27.0
2,1419,hipzw,10,54.0
3,1419,hipzw,11,7.0
1,1419,wizey,13,17.0
3,1419,wizey,15,-40.0
1,1419,uitcq,17,48.0
3,1419,uitcq,19,-35.0
0,1420,djruh,0,-26.0
3,1420,djruh,3,17.0
1,1420,hjmxr,5,-21.0
0,1420,hipzw,8,-41.0
1,1420,hipzw,9,62.0
2,1420,hipzw,10,-35.0
3,1420,hipzw,11,-2.0
1,1420,wizey,13,-19.0
3,1420,wizey,15,19.0
1,1420,uitcq,17,60.0
3,1420,uitcq,19,-35.0
0,1421,djruh,0,-3.0
3,1421,djruh,3,-9.0
1,1421,hjmxr,5,-16.0
0,1421,hipzw,8,-43.0
1,1421,hipzw,9,-15.0
2,1421,hipzw,10,-35.0
3,1421,hipzw,11,81.0
1,1421,wizey,13,124.0
3,1421,wizey,15,-123.0
1,1421,uitcq,17,-2.0
3,1421,uitcq,19,-2.0
0,1422,djruh,0,-24.0
3,1422,djruh,3,4.0
1,1422,hjmxr,5,-44.0
0,1422,hipzw,8,-6.0
1,1422,hipzw,9,31.0
2,1422,hipzw,10,-20.0
3,1422,hipzw,11,-8.0
1,1422,wizey,13,60.0
3,1422,wizey,15,-88.0
1,1422,uitcq,17,-51.0
3,1422,uitcq,19,47.0
0,1423,djruh,0,17.0
3,1423,djruh,3,5.0
1,1423,hjmxr,5,-32.0
0,1423,hipzw,8,-29.0
1,1423,hipzw,9,93.0
2,1423,hipzw,10,-23.0
3,1423,hipzw,11,-25.0
1,1423,wizey,13,7.0
3,1423,wizey,15,3.0
1,1423,uitcq,17,126.0
3,1423,uitcq,19,-80.0
0,1424,djruh,0,10.0
3,1424,djruh,3,8.0
1,1424,hjmxr,5,-12.0
0,1424,hipzw,8,-7.0
1,1424,hipzw,9,121.0
2,1424,hipzw,10,-24.0
3,1424,hipzw,11,-98.0
1,1424,wizey,13,-14.0
3,1424,wizey,15,-8.0
1,1424,uitcq,17,41.0
3,1424,uitcq,19,-50.0
0,1425,djruh,0,-6.0
3,1425,djruh,3,6.0
1,1425,hjmxr,5,-45.0
0,1425,hipzw,8,16.0
1,1425,hipzw,9,-25.0
2,1425,hipzw,10,-10.0
3,1425,hipzw,11,38.0
1,1425,wizey,13,-17.0
3,1425,wizey,15,-2.0
1,1425,uitcq,17,6.0
3,1425,uitcq,19,-9.0
0,1426,djruh,0,18.0
3,1426,djruh,3,-2.0
1,1426,hjmxr,5,14.0
0,1426,hipzw,8,-43.0
1,1426,hipzw,9,166.0
2,1426,hipzw,10,-13.0
3,1426,hipzw,11,-83.0
1,1426,wizey,13,-2.0
3,1426,wizey,15,-10.0
1,1426,uitcq,17,-80.0
3,1426,uitcq,19,75.0
0,1427,djruh,0,29.0
3,1427,djruh,3,-16.0
1,1427,hjmxr,5,16.0
0,1427,hipzw,8,1.0
1,1427,hipzw,9,20.0
2,1427,hipzw,10,-77.0
3,1427,hipzw,11,15.0
1,1427,wizey,13,-21.0
3,1427,wizey,15,5.0
1,1427,uitcq,17,-72.0
3,1427,uitcq,19,47.0
0,1428,djruh,0,20.0
3,1428,djruh,3,-18.0
1,1428,hjmxr,5,-46.0
0,1428,hipzw,8,54.0
1,1428,hipzw,9,27.0
2,1428,hipzw,10,-18.0
3,1428,hipzw,11,-85.0
1,1428,wizey,13,-12.0
3,1428,wizey,15,-15.0
1,1428,uitcq,17,-85.0
3,1428,uitcq,19,61.0
0,1429,djruh,0,26.0
3,1429,djruh,3,-21.0
1,1429,hjmxr,5,106.0
0,1429,hipzw,8,-60.0
1,1429,hipzw,9,-6.0
2,1429,hipzw,10,50.0
3,1429,hipzw,11,45.0
1,1429,wizey,13,-67.0
3,1429,wizey,15,72.0
1,1429,uitcq,17,11.0
3,1429,uitcq,19,2.0
0,1430,djruh,0,17.0
3,1430,djruh,3,-18.0
1,1430,hjmxr,5,-107.0
0,1430,hipzw,8,-38.0
1,1430,hipzw,9,59.0
2,1430,hipzw,10,-22.0
3,1430,hipzw,11,-5.0
1,1430,wizey,13,7.0
3,1430,wizey,15,-17.0
1,1430,uitcq,17,-66.0
3,1430,uitcq,19,62.0
0,1431,djruh,0,25.0
3,1431,djruh,3,-10.0
1,1431,hjmxr,5,7.0
0,1431,hipzw,8,-45.0
1,1431,hipzw,9,-75.0
2,1431,hipzw,10,45.0
3,1431,hipzw,11,76.0
1,1431,wizey,13,-20.0
3,1431,wizey,15,2.0
1,1431,uitcq,17,-37.0
3,1431,uitcq,19,30.0
0,1432,djruh,0,2.0
3,1432,djruh,3,-7.0
1,1432,hjmxr,5,-30.0
0,1432,hipzw,8,18.0
1,1432,hipzw,9,32.0
2,1432,hipzw,10,-109.0
3,1432,hipzw,11,19.0
1,1432,wizey,13,37.0
3,1432,wizey,15,-53.0
1,1432,uitcq,17,-12.0
3,1432,uitcq,19,-1.0
3,1433,djruh,3,-9.0
1,1433,hjmxr,5,12.0
0,1433,hipzw,8,22.0
1,1433,hipzw,9,9.0
2,1433,hipzw,10,-53.0
3,1433,hipzw,11,-16.0
3,1433,wizey,15,-7.0
1,1433,uitcq,17,78.0
3,1433,uitcq,19,-51.0
0,1434,djruh,0,-20.0
3,1434,djruh,3,15.0
1,1434,hjmxr,5,-25.0
0,1434,hipzw,8,-61.0
1,1434,hipzw,9,-21.0
2,1434,hipzw,10,56.0
3,1434,hipzw,11,63.0
1,1434,wizey,13,36.0
1,1434,uitcq,17,-14.0
3,1434,uitcq,19,11.0
0,1435,djruh,0,14.0
3,1435,djruh,3,4.0
1,1435,hjmxr,5,-31.0
0,1435,hipzw,8,-5.0
1,1435,hipzw,9,108.0
2,1435,hipzw,10,43.0
3,1435,hipzw,11,-109.0
1,1435,wizey,13,20.0
3,1435,wizey,15,1.0
1,1435,uitcq,17,118.0
3,1435,uitcq,19,-93.0
0,1436,djruh,0,-7.0
3,1436,djruh,3,-7.0
1,1436,hjmxr,5,11.0
0,1436,hipzw,8,16.0
1,1436,hipzw,9,1.0
2,1436,hipzw,10,7.0
3,1436,hipzw,11,-29.0
1,1436,wizey,13,-34.0
3,1436,wizey,15,5.0
1,1436,uitcq,17,24.0
3,1436,uitcq,19,2.0
0,1437,djruh,0,-28.0
3,1437,djruh,3,20.0
1,1437,hjmxr,5,10.0
0,1437,hipzw,8,-19.0
1,1437,hipzw,9,59.0
2,1437,hipzw,10,50.0
3,1437,hipzw,11,-76.0
1,1437,wizey,13,29.0
3,1437,wizey,15,-39.0
1,1437,uitcq,17,42.0
3,1437,uitcq,19,-44.0
0,1438,djruh,0,12.0
3,1438,djruh,3,4.0
1,1438,hjmxr,5,-8.0
0,1438,hipzw,8,86.0
1,1438,hipzw,9,-81.0
2,1438,hipzw,10,8.0
3,1438,hipzw,11,-41.0
1,1438,wizey,13,46.0
3,1438,wizey,15,-55.0
1,1438,uitcq,17,-11.0
3,1438,uitcq,19,-6.0
0,1439,djruh,0,-49.0
3,1439,djruh,3,36.0
1,1439,hjmxr,5,-22.0
1,1439,hipzw,9,28.0
2,1439,hipzw,10,-32.0
3,1439,hipzw,11,-17.0
1,1439,wizey,13,-17.0
3,1439,wizey,15,39.0
1,1439,uitcq,17,-14.0
0,1440,djruh,0,-19.0
3,1440,djruh,3,7.0
1,1440,hjmxr,5,73.0
0,1440,hipzw,8,-22.0
1,1440,hipzw,9,6.0
2,1440,hipzw,10,37.0
3,1440,hipzw,11,-17.0
1,1440,wizey,13,-23.0
3,1440,wizey,15,3.0
1,1440,uitcq,17,-13.0
0,1441,djruh,0,-21.0
3,1441,djruh,3,2.0
1,1441,hjmxr,5,61.0
0,1441,hipzw,8,21.0
1,1441,hipzw,9,-28.0
2,1441,hipzw,10,52.0
3,1441,hipzw,11,-34.0
1,1441,wizey,13,13.0
3,1441,wizey,15,-6.0
1,1441,uitcq,17,-43.0
3,1441,uitcq,19,43.0
0,1442,djruh,0,1.0
1,1442,hjmxr,5,70.0
0,1442,hipzw,8,8.0
1,1442,hipzw,9,17.0
2,1442,hipzw,10,-52.0
3,1442,hipzw,11,6.0
1,1442,wizey,13,-62.0
3,1442,wizey,15,67.0
1,1442,uitcq,17,47.0
3,1442,uitcq,19,-54.0
0,1443,djruh,0,8.0
1,1443,hjmxr,5,58.0
0,1443,hipzw,8,5.0
1,1443,hipzw,9,-37.0
2,1443,hipzw,10,-18.0
3,1443,hipzw,11,23.0
1,1443,wizey,13,40.0
3,1443,wizey,15,-49.0
1,1443,uitcq,17,106.0
3,1443,uitcq,19,-84.0
0,1444,djruh,0,26.0
3,1444,djruh,3,-15.0
1,1444,hjmxr,5,84.0
0,1444,hipzw,8,66.0
1,1444,hipzw,9,-182.0
2,1444,hipzw,10,40.0
3,1444,hipzw,11,51.0
1,1444,wizey,13,2.0
3,1444,wizey,15,-9.0
1,1444,uitcq,17,69.0
3,1444,uitcq,19,-40.0
0,1445,djruh,0,-10.0
3,1445,djruh,3,-2.0
1,1445,hjmxr,5,-31.0
0,1445,hipzw,8,-7.0
1,1445,hipzw,9,-20.0
2,1445,hipzw,10,99.0
3,1445,hipzw,11,-57.0
1,1445,wizey,13,-46.0
3,1445,wizey,15,70.0
1,1445,uitcq,17,-16.0
3,1445,uitcq,19,-7.0
0,1446,djruh,0,-9.0
3,1446,djruh,3,-2.0
1,1446,hjmxr,5,47.0
0,1446,hipzw,8,39.0
1,1446,hipzw,9,-116.0
2,1446,hipzw,10,-33.0
3,1446,hipzw,11,54.0
1,1446,wizey,13,-6.0
3,1446,wizey,15,-7.0
1,1446,uitcq,17,50.0
3,1446,uitcq,19,-44.0
0,1447,djruh,0,6.0
3,1447,djruh,3,-1.0
1,1447,hjmxr,5,-83.0
0,1447,hipzw,8,-12.0
1,1447,hipzw,9,65.0
2,1447,hipzw,10,-15.0
3,1447,hipzw,11,-48.0
1,1447,wizey,13,-37.0
3,1447,wizey,15,36.0
1,1447,uitcq,17,114.0
3,1447,uitcq,19,-95.0
0,1448,djruh,0,7.0
3,1448,djruh,3,-6.0
1,1448,hjmxr,5,33.0
0,1448,hipzw,8,24.0
1,1448,hipzw,9,20.0
2,1448,hipzw,10,31.0
3,1448,hipzw,11,-57.0
1,1448,wizey,13,3.0
1,1448,uitcq,17,-4.0
3,1448,uitcq,19,-1.0
0,1449,djruh,0,21.0
3,1449,djruh,3,-23.0
1,1449,hjmxr,5,4.0
1,1449,hipzw,9,10.0
2,1449,hipzw,10,-49.0
3,1449,hipzw,11,28.0
1,1449,wizey,13,-48.0
3,1449,wizey,15,64.0
1,1449,uitcq,17,29.0
3,1449,uitcq,19,-4.0
0,1450,djruh,0,9.0
3,1450,djruh,3,-16.0
1,1450,hjmxr,5,-7.0
0,1450,hipzw,8,-64.0
1,1450,hipzw,9,11.0
2,1450,hipzw,10,-4.0
3,1450,hipzw,11,77.0
1,1450,wizey,13,9.0
3,1450,wizey,15,-6.0
1,1450,uitcq,17,-140.0
3,1450,uitcq,19,109.0
0,1451,djruh,0,2.0
1,1451,hjmxr,5,-57.0
0,1451,hipzw,8,-7.0
1,1451,hipzw,9,-2.0
2,1451,hipzw,10,-38.0
3,1451,hipzw,11,38.0
1,1451,wizey,13,66.0
3,1451,wizey,15,-48.0
1,1451,uitcq,17,118.0
3,1451,uitcq,19,-109.0
0,1452,djruh,0,41.0
3,1452,djruh,3,-17.0
1,1452,hjmxr,5,60.0
0,1452,hipzw,8,-25.0
1,1452,hipzw,9,10.0
2,1452,hipzw,10,26.0
3,1452,hipzw,11,16.0
1,1452,wizey,13,48.0
3,1452,wizey,15,-29.0
1,1452,uitcq,17,79.0
3,1452,uitcq,19,-42.0
0,1453,djruh,0,-13.0
3,1453,djruh,3,17.0
1,1453,hjmxr,5,35.0
0,1453,hipzw,8,-1.0
1,1453,hipzw,9,-52.0
2,1453,hipzw,10,62.0
3,1453,hipzw,11,-11.0
1,1453,wizey,13,11.0
3,1453,wizey,15,2.0
1,1453,uitcq,17,-97.0
3,1453,uitcq,19,60.0
0,1454,djruh,0,2.0
3,1454,djruh,3,-2.0
1,1454,hjmxr,5,22.0
0,1454,hipzw,8,-13.0
1,1454,hipzw,9,-60.0
2,1454,hipzw,10,-13.0
3,1454,hipzw,11,61.0
1,1454,wizey,13,9.0
3,1454,wizey,15,-4.0
1,1454,uitcq,17,-92.0
3,1454,uitcq,19,68.0
0,1455,djruh,0,3.0
3,1455,djruh,3,10.0
1,1455,hjmxr,5,16.0
0,1455,hipzw,8,40.0
1,1455,hipzw,9,-64.0
2,1455,hipzw,10,17.0
3,1455,hipzw,11,-2.0
1,1455,wizey,13,6.0
1,1455,uitcq,17,14.0
0,1456,djruh,0,29.0
3,1456,djruh,3,-10.0
1,1456,hjmxr,5,-24.0
0,1456,hipzw,8,-26.0
1,1456,hipzw,9,-31.0
2,1456,hipzw,10,-4.0
3,1456,hipzw,11,70.0
1,1456,wizey,13,-61.0
3,1456,wizey,15,40.0
1,1456,uitcq,17,9.0
3,1456,uitcq,19,6.0
0,1457,djruh,0,-3.0
3,1457,djruh,3,4.0
1,1457,hjmxr,5,-12.0
0,1457,hipzw,8,-43.0
1,1457,hipzw,9,-106.0
2,1457,hipzw,10,116.0
3,1457,hipzw,11,70.0
1,1457,wizey,13,2.0
3,1457,wizey,15,-3.0
1,1457,uitcq,17,25.0
3,1457,uitcq,19,8.0
0,1458,djruh,0,-1.0
3,1458,djruh,3,4.0
0,1458,hipzw,8,11.0
1,1458,hipzw,9,34.0
2,1458,hipzw,10,-35.0
3,1458,hipzw,11,-19.0
1,1458,wizey,13,-65.0
3,1458,wizey,15,64.0
1,1458,uitcq,17,137.0
3,1458,uitcq,19,-105.0
0,1459,djruh,0,-32.0
3,1459,djruh,3,16.0
1,1459,hjmxr,5,102.0
0,1459,hipzw,8,24.0
1,1459,hipzw,9,-13.0
2,1459,hipzw,10,56.0
3,1459,hipzw,11,-66.0
1,1459,wizey,13,27.0
1,1459,uitcq,17,107.0
3,1459,uitcq,19,-58.0
0,1460,djruh,0,1.0
3,1460,djruh,3,1.0
1,1460,hjmxr,5,-21.0
0,1460,hipzw,8,77.0
1,1460,hipzw,9,-87.0
2,1460,hipzw,10,57.0
3,1460,hipzw,11,-65.0
1,1460,wizey,13,-25.0
3,1460,wizey,15,3.0
1,1460,uitcq,17,136.0
3,1460,uitcq,19,-106.0
0,1461,djruh,0,-24.0
3,1461,djruh,3,12.0
1,1461,hjmxr,5,25.0
0,1461,hipzw,8,-76.0
1,1461,hipzw,9,70.0
2,1461,hipzw,10,-3.0
3,1461,hipzw,11,41.0
1,1461,wizey,13,-14.0
3,1461,wizey,15,11.0
1,1461,uitcq,17,-89.0
3,1461,uitcq,19,79.0
0,1462,djruh,0,-12.0
3,1462,djruh,3,-10.0
1,1462,hjmxr,5,-2.0
0,1462,hipzw,8,73.0
1,1462,hipzw,9,-39.0
2,1462,hipzw,10,5.0
3,1462,hipzw,11,-77.0
1,1462,wizey,13,53.0
3,1462,wizey,15,-52.0
1,1462,uitcq,17,140.0
3,1462,uitcq,19,-81.0
0,1463,djruh,0,5.0
3,1463,djruh,3,-13.0
1,1463,hjmxr,5,37.0
0,1463,hipzw,8,13.0
1,1463,hipzw,9,42.0
2,1463,hipzw,10,-37.0
3,1463,hipzw,11,-9.0
1,1463,wizey,13,34.0
3,1463,wizey,15,-48.0
1,1463,uitcq,17,36.0
3,1463,uitcq,19,-3.0
0,1464,djruh,0,-17.0
3,1464,djruh,3,22.0
1,1464,hjmxr,5,94.0
0,1464,hipzw,8,-1.0
1,1464,hipzw,9,1.0
3,1464,hipzw,11,8.0
1,1464,wizey,13,72.0
3,1464,wizey,15,-96.0
1,1464,uitcq,17,-61.0
3,1464,uitcq,19,74.0
0,1465,djruh,0,-7.0
3,1465,djruh,3,-3.0
1,1465,hjmxr,5,77.0
0,1465,hipzw,8,15.0
1,1465,hipzw,9,-40.0
2,1465,hipzw,10,51.0
3,1465,hipzw,11,-19.0
1,1465,wizey,13,32.0
3,1465,wizey,15,4.0
1,1465,uitcq,17,329.0
3,1465,uitcq,19,-235.0
0,1466,djruh,0,-7.0
3,1466,djruh,3,1.0
1,1466,hjmxr,5,-36.0
0,1466,hipzw,8,-22.0
1,1466,hipzw,9,-39.0
2,1466,hipzw,10,57.0
1,1466,wizey,13,-19.0
3,1466,wizey,15,-3.0
1,1466,uitcq,17,1.0
3,1466,uitcq,19,1.0
0,1467,djruh,0,-3.0
1,1467,hjmxr,5,39.0
0,1467,hipzw,8,-69.0
1,1467,hipzw,9,-57.0
2,1467,hipzw,10,45.0
3,1467,hipzw,11,61.0
1,1467,wizey,13,-44.0
3,1467,wizey,15,69.0
1,1467,uitcq,17,-19.0
3,1467,uitcq,19,-1.0
0,1468,djruh,0,-5.0
3,1468,djruh,3,10.0
1,1468,hjmxr,5,-56.0
0,1468,hipzw,8,-39.0
1,1468,hipzw,9,-31.0
2,1468,hipzw,10,116.0
3,1468,hipzw,11,9.0
1,1468,wizey,13,85.0
3,1468,wizey,15,-50.0
1,1468,uitcq,17,-8.0
3,1468,uitcq,19,1.0
0,1469,djruh,0,9.0
3,1469,djruh,3,-5.0
1,1469,hjmxr,5,-65.0
0,1469,hipzw,8,36.0
2,1469,hipzw,10,22.0
3,1469,hipzw,11,-68.0
1,1469,wizey,13,-6.0
3,1469,wizey,15,10.0
1,1469,uitcq,17,22.0
0,1470,djruh,0,-30.0
3,1470,djruh,3,11.0
1,1470,hjmxr,5,62.0
0,1470,hipzw,8,26.0
2,1470,hipzw,10,21.0
3,1470,hipzw,11,-62.0
1,1470,wizey,13,-7.0
3,1470,wizey,15,-1.0
1,1470,uitcq,17,-6.0
3,1470,uitcq,19,-2.0
0,1471,djruh,0,11.0
3,1471,djruh,3,9.0
1,1471,hjmxr,5,-46.0
0,1471,hipzw,8,-50.0
2,1471,hipzw,10,-4.0
3,1471,hipzw,11,55.0
1,1471,wizey,13,50.0
3,1471,wizey,15,-57.0
1,1471,uitcq,17,152.0
3,1471,uitcq,19,-111.0
0,1472,djruh,0,36.0
3,1472,djruh,3,1.0
1,1472,hjmxr,5,-8.0
0,1472,hipzw,8,17.0
2,1472,hipzw,10,22.0
3,1472,hipzw,11,-57.0
1,1472,wizey,13,67.0
3,1472,wizey,15,-60.0
1,1472,uitcq,17,-4.0
3,1472,uitcq,19,-1.0
0,1473,djruh,0,-7.0
3,1473,djruh,3,1.0
1,1473,hjmxr,5,86.0
0,1473,hipzw,8,37.0
2,1473,hipzw,10,-42.0
3,1473,hipzw,11,-7.0
1,1473,wizey,13,62.0
3,1473,wizey,15,-56.0
1,1473,uitcq,17,157.0
3,1473,uitcq,19,-134.0
0,1474,djruh,0,8.0
3,1474,djruh,3,-10.0
1,1474,hjmxr,5,-49.0
0,1474,hipzw,8,-10.0
2,1474,hipzw,10,72.0
3,1474,hipzw,11,-39.0
1,1474,wizey,13,26.0
3,1474,wizey,15,-41.0
1,1474,uitcq,17,234.0
3,1474,uitcq,19,-164.0
0,1475,djruh,0,-22.0
3,1475,djruh,3,1.0
1,1475,hjmxr,5,-47.0
0,1475,hipzw,8,-53.0
1,1475,hipzw,9,30.0
2,1475,hipzw,10,81.0
3,1475,hipzw,11,-7.0
1,1475,wizey,13,-75.0
3,1475,wizey,15,101.0
1,1475,uitcq,17,33.0
