,ToS,stock,seller,buyer,volume,tradeID
0,5430,13,world,bsfah,2.0,5430|13worldbsfah2.0
0,5430,17,world,zrdwn,1.0,5430|17worldzrdwn1.0
0,5430,16,zrdwn,world,-1.0,5430|16worldzrdwn-1.0
0,5430,15,zrdwn,world,-1.0,5430|15worldzrdwn-1.0
0,5431,0,bsfah,world,-1.0,5431|0worldbsfah-1.0
0,5431,5,bsfah,world,-1.0,5431|5worldbsfah-1.0
0,5431,6,bsfah,world,-1.0,5431|6worldbsfah-1.0
0,5431,10,bsfah,world,-1.0,5431|10worldbsfah-1.0
0,5431,11,world,bsfah,2.0,5431|11worldbsfah2.0
0,5431,13,world,bsfah,3.0,5431|13worldbsfah3.0
0,5431,16,world,zrdwn,1.0,5431|16worldzrdwn1.0
0,5431,11,world,zrdwn,1.0,5431|11worldzrdwn1.0
0,5432,0,bsfah,world,-1.0,5432|0worldbsfah-1.0
0,5432,1,world,bsfah,2.0,5432|1worldbsfah2.0
0,5432,5,bsfah,world,-1.0,5432|5worldbsfah-1.0
0,5432,6,bsfah,world,-2.0,5432|6worldbsfah-2.0
0,5432,10,world,bsfah,1.0,5432|10worldbsfah1.0
0,5432,0,zrdwn,world,-1.0,5432|0worldzrdwn-1.0
0,5432,11,zrdwn,world,-1.0,5432|11worldzrdwn-1.0
0,5433,0,bsfah,world,-4.0,5433|0worldbsfah-4.0
0,5433,1,world,bsfah,2.0,5433|1worldbsfah2.0
0,5433,6,world,bsfah,3.0,5433|6worldbsfah3.0
0,5433,11,bsfah,world,-1.0,5433|11worldbsfah-1.0
0,5434,0,bsfah,world,-1.0,5434|0worldbsfah-1.0
0,5434,1,world,bsfah,2.0,5434|1worldbsfah2.0
0,5434,5,world,bsfah,1.0,5434|5worldbsfah1.0
0,5434,6,bsfah,world,-2.0,5434|6worldbsfah-2.0
0,5434,10,bsfah,world,-1.0,5434|10worldbsfah-1.0
0,5434,11,world,bsfah,2.0,5434|11worldbsfah2.0
0,5435,1,bsfah,world,-2.0,5435|1worldbsfah-2.0
0,5435,10,world,bsfah,2.0,5435|10worldbsfah2.0
0,5435,11,bsfah,world,-1.0,5435|11worldbsfah-1.0
0,5435,13,world,bsfah,2.0,5435|13worldbsfah2.0
0,5436,0,bsfah,world,-2.0,5436|0worldbsfah-2.0
0,5436,1,bsfah,world,-1.0,5436|1worldbsfah-1.0
0,5436,5,world,bsfah,3.0,5436|5worldbsfah3.0
0,5436,6,bsfah,world,-2.0,5436|6worldbsfah-2.0
0,5436,11,world,bsfah,3.0,5436|11worldbsfah3.0
0,5436,13,bsfah,world,-2.0,5436|13worldbsfah-2.0
0,5436,11,world,zrdwn,1.0,5436|11worldzrdwn1.0
0,5437,5,world,bsfah,1.0,5437|5worldbsfah1.0
0,5437,6,bsfah,world,-1.0,5437|6worldbsfah-1.0
0,5437,13,world,bsfah,1.0,5437|13worldbsfah1.0
0,5437,10,world,zrdwn,1.0,5437|10worldzrdwn1.0
0,5438,0,world,bsfah,1.0,5438|0worldbsfah1.0
0,5438,1,bsfah,world,-1.0,5438|1worldbsfah-1.0
0,5438,5,world,bsfah,5.0,5438|5worldbsfah5.0
0,5438,6,bsfah,world,-1.0,5438|6worldbsfah-1.0
0,5438,11,world,bsfah,4.0,5438|11worldbsfah4.0
0,5438,13,bsfah,world,-4.0,5438|13worldbsfah-4.0
0,5438,10,zrdwn,world,-1.0,5438|10worldzrdwn-1.0
0,5438,5,world,zrdwn,1.0,5438|5worldzrdwn1.0
0,5439,0,world,bsfah,1.0,5439|0worldbsfah1.0
0,5439,1,bsfah,world,-2.0,5439|1worldbsfah-2.0
0,5439,5,world,bsfah,1.0,5439|5worldbsfah1.0
0,5439,11,bsfah,world,-1.0,5439|11worldbsfah-1.0
0,5439,13,world,bsfah,3.0,5439|13worldbsfah3.0
0,5440,0,bsfah,world,-1.0,5440|0worldbsfah-1.0
0,5440,1,world,bsfah,3.0,5440|1worldbsfah3.0
0,5440,5,bsfah,world,-2.0,5440|5worldbsfah-2.0
0,5440,6,world,bsfah,1.0,5440|6worldbsfah1.0
0,5440,10,bsfah,world,-1.0,5440|10worldbsfah-1.0
0,5440,11,bsfah,world,-3.0,5440|11worldbsfah-3.0
0,5440,13,world,bsfah,1.0,5440|13worldbsfah1.0
0,5441,1,bsfah,world,-2.0,5441|1worldbsfah-2.0
0,5441,5,bsfah,world,-2.0,5441|5worldbsfah-2.0
0,5441,13,world,bsfah,3.0,5441|13worldbsfah3.0
0,5441,10,world,zrdwn,1.0,5441|10worldzrdwn1.0
0,5441,5,zrdwn,world,-1.0,5441|5worldzrdwn-1.0
0,5442,0,world,bsfah,2.0,5442|0worldbsfah2.0
0,5442,5,bsfah,world,-3.0,5442|5worldbsfah-3.0
0,5442,6,bsfah,world,-1.0,5442|6worldbsfah-1.0
0,5442,10,bsfah,world,-1.0,5442|10worldbsfah-1.0
0,5442,11,world,bsfah,1.0,5442|11worldbsfah1.0
0,5442,5,world,xkvbi,14.0,5442|5worldxkvbi14.0
0,5442,0,world,xkvbi,2.0,5442|0worldxkvbi2.0
0,5442,4,xkvbi,world,-35.0,5442|4worldxkvbi-35.0
0,5442,11,world,xkvbi,19.0,5442|11worldxkvbi19.0
0,5442,6,xkvbi,world,-34.0,5442|6worldxkvbi-34.0
0,5442,17,world,xkvbi,11.0,5442|17worldxkvbi11.0
0,5442,13,world,xkvbi,17.0,5442|13worldxkvbi17.0
0,5442,14,world,xkvbi,4.0,5442|14worldxkvbi4.0
0,5443,1,bsfah,world,-2.0,5443|1worldbsfah-2.0
0,5443,5,bsfah,world,-2.0,5443|5worldbsfah-2.0
0,5443,6,bsfah,world,-1.0,5443|6worldbsfah-1.0
0,5443,10,world,bsfah,2.0,5443|10worldbsfah2.0
0,5443,13,world,bsfah,1.0,5443|13worldbsfah1.0
0,5443,16,zrdwn,world,-1.0,5443|16worldzrdwn-1.0
0,5444,0,world,bsfah,1.0,5444|0worldbsfah1.0
0,5444,1,bsfah,world,-4.0,5444|1worldbsfah-4.0
0,5444,5,world,bsfah,4.0,5444|5worldbsfah4.0
0,5444,10,world,bsfah,1.0,5444|10worldbsfah1.0
0,5444,13,world,bsfah,2.0,5444|13worldbsfah2.0
0,5444,16,world,zrdwn,1.0,5444|16worldzrdwn1.0
0,5444,5,world,zrdwn,1.0,5444|5worldzrdwn1.0
0,5444,15,zrdwn,world,-1.0,5444|15worldzrdwn-1.0
0,5445,0,bsfah,world,-3.0,5445|0worldbsfah-3.0
0,5445,1,world,bsfah,1.0,5445|1worldbsfah1.0
0,5445,5,world,bsfah,1.0,5445|5worldbsfah1.0
0,5445,6,bsfah,world,-1.0,5445|6worldbsfah-1.0
0,5445,11,world,bsfah,3.0,5445|11worldbsfah3.0
0,5445,13,world,bsfah,1.0,5445|13worldbsfah1.0
0,5445,15,world,zrdwn,1.0,5445|15worldzrdwn1.0
0,5445,5,world,xkvbi,1.0,5445|5worldxkvbi1.0
0,5445,0,xkvbi,world,-4.0,5445|0worldxkvbi-4.0
0,5445,11,world,xkvbi,2.0,5445|11worldxkvbi2.0
0,5445,6,xkvbi,world,-4.0,5445|6worldxkvbi-4.0
0,5445,17,world,xkvbi,2.0,5445|17worldxkvbi2.0
0,5445,13,world,xkvbi,4.0,5445|13worldxkvbi4.0
0,5446,0,bsfah,world,-1.0,5446|0worldbsfah-1.0
0,5446,5,bsfah,world,-7.0,5446|5worldbsfah-7.0
0,5446,6,world,bsfah,1.0,5446|6worldbsfah1.0
0,5446,10,bsfah,world,-1.0,5446|10worldbsfah-1.0
0,5446,13,world,bsfah,3.0,5446|13worldbsfah3.0
0,5446,11,world,zrdwn,1.0,5446|11worldzrdwn1.0
0,5446,5,zrdwn,world,-1.0,5446|5worldzrdwn-1.0
0,5446,15,zrdwn,world,-1.0,5446|15worldzrdwn-1.0
0,5447,0,world,bsfah,2.0,5447|0worldbsfah2.0
0,5447,1,bsfah,world,-1.0,5447|1worldbsfah-1.0
0,5447,5,world,bsfah,2.0,5447|5worldbsfah2.0
0,5447,6,bsfah,world,-3.0,5447|6worldbsfah-3.0
0,5447,10,world,bsfah,2.0,5447|10worldbsfah2.0
0,5447,13,bsfah,world,-1.0,5447|13worldbsfah-1.0
0,5447,6,zrdwn,world,-1.0,5447|6worldzrdwn-1.0
0,5448,0,bsfah,world,-4.0,5448|0worldbsfah-4.0
0,5448,1,world,bsfah,1.0,5448|1worldbsfah1.0
0,5448,5,world,bsfah,2.0,5448|5worldbsfah2.0
0,5448,6,world,bsfah,2.0,5448|6worldbsfah2.0
0,5448,10,bsfah,world,-2.0,5448|10worldbsfah-2.0
0,5448,11,world,bsfah,2.0,5448|11worldbsfah2.0
0,5448,13,world,bsfah,1.0,5448|13worldbsfah1.0
0,5448,6,world,zrdwn,1.0,5448|6worldzrdwn1.0
0,5448,5,xkvbi,world,-7.0,5448|5worldxkvbi-7.0
0,5448,0,xkvbi,world,-6.0,5448|0worldxkvbi-6.0
0,5448,11,xkvbi,world,-3.0,5448|11worldxkvbi-3.0
0,5448,6,xkvbi,world,-1.0,5448|6worldxkvbi-1.0
0,5448,17,xkvbi,world,-4.0,5448|17worldxkvbi-4.0
0,5448,13,world,xkvbi,3.0,5448|13worldxkvbi3.0
0,5448,14,world,xkvbi,4.0,5448|14worldxkvbi4.0
0,5449,0,bsfah,world,-1.0,5449|0worldbsfah-1.0
0,5449,1,world,bsfah,2.0,5449|1worldbsfah2.0
0,5449,11,bsfah,world,-1.0,5449|11worldbsfah-1.0
0,5449,13,bsfah,world,-3.0,5449|13worldbsfah-3.0
0,5450,0,bsfah,world,-2.0,5450|0worldbsfah-2.0
0,5450,1,world,bsfah,3.0,5450|1worldbsfah3.0
0,5450,5,world,bsfah,2.0,5450|5worldbsfah2.0
0,5450,6,bsfah,world,-2.0,5450|6worldbsfah-2.0
0,5450,11,world,bsfah,1.0,5450|11worldbsfah1.0
0,5450,13,world,bsfah,2.0,5450|13worldbsfah2.0
0,5450,6,zrdwn,world,-1.0,5450|6worldzrdwn-1.0
0,5450,5,world,zrdwn,1.0,5450|5worldzrdwn1.0
0,5451,0,bsfah,world,-3.0,5451|0worldbsfah-3.0
0,5451,5,bsfah,world,-4.0,5451|5worldbsfah-4.0
0,5451,6,world,bsfah,2.0,5451|6worldbsfah2.0
0,5451,10,bsfah,world,-1.0,5451|10worldbsfah-1.0
0,5451,11,bsfah,world,-1.0,5451|11worldbsfah-1.0
0,5451,13,world,bsfah,3.0,5451|13worldbsfah3.0
0,5452,0,bsfah,world,-1.0,5452|0worldbsfah-1.0
0,5452,1,bsfah,world,-2.0,5452|1worldbsfah-2.0
0,5452,10,bsfah,world,-1.0,5452|10worldbsfah-1.0
0,5452,11,world,bsfah,1.0,5452|11worldbsfah1.0
0,5452,13,world,bsfah,4.0,5452|13worldbsfah4.0
0,5452,6,world,zrdwn,1.0,5452|6worldzrdwn1.0
0,5452,0,zrdwn,world,-1.0,5452|0worldzrdwn-1.0
0,5452,5,zrdwn,world,-1.0,5452|5worldzrdwn-1.0
0,5452,5,world,xkvbi,2.0,5452|5worldxkvbi2.0
0,5452,0,xkvbi,world,-7.0,5452|0worldxkvbi-7.0
0,5452,11,world,xkvbi,2.0,5452|11worldxkvbi2.0
0,5452,6,world,xkvbi,1.0,5452|6worldxkvbi1.0
0,5452,17,xkvbi,world,-2.0,5452|17worldxkvbi-2.0
0,5452,13,world,xkvbi,7.0,5452|13worldxkvbi7.0
0,5452,14,xkvbi,world,-1.0,5452|14worldxkvbi-1.0
0,5453,0,world,bsfah,2.0,5453|0worldbsfah2.0
0,5453,1,bsfah,world,-2.0,5453|1worldbsfah-2.0
0,5453,5,world,bsfah,8.0,5453|5worldbsfah8.0
0,5453,6,world,bsfah,1.0,5453|6worldbsfah1.0
0,5453,10,world,bsfah,2.0,5453|10worldbsfah2.0
0,5453,11,bsfah,world,-2.0,5453|11worldbsfah-2.0
0,5453,13,bsfah,world,-4.0,5453|13worldbsfah-4.0
0,5453,11,zrdwn,world,-1.0,5453|11worldzrdwn-1.0
0,5453,5,world,zrdwn,1.0,5453|5worldzrdwn1.0
0,5453,15,world,zrdwn,1.0,5453|15worldzrdwn1.0
0,5453,5,world,xkvbi,6.0,5453|5worldxkvbi6.0
0,5453,0,world,xkvbi,3.0,5453|0worldxkvbi3.0
0,5453,11,xkvbi,world,-1.0,5453|11worldxkvbi-1.0
0,5453,6,world,xkvbi,1.0,5453|6worldxkvbi1.0
0,5453,17,world,xkvbi,2.0,5453|17worldxkvbi2.0
0,5453,13,xkvbi,world,-4.0,5453|13worldxkvbi-4.0
0,5454,0,world,bsfah,1.0,5454|0worldbsfah1.0
0,5454,1,bsfah,world,-1.0,5454|1worldbsfah-1.0
0,5454,5,bsfah,world,-1.0,5454|5worldbsfah-1.0
0,5454,6,world,bsfah,2.0,5454|6worldbsfah2.0
0,5454,10,world,bsfah,1.0,5454|10worldbsfah1.0
0,5454,11,bsfah,world,-2.0,5454|11worldbsfah-2.0
0,5455,0,bsfah,world,-1.0,5455|0worldbsfah-1.0
0,5455,1,bsfah,world,-2.0,5455|1worldbsfah-2.0
0,5455,6,bsfah,world,-4.0,5455|6worldbsfah-4.0
0,5455,10,world,bsfah,5.0,5455|10worldbsfah5.0
0,5455,11,bsfah,world,-2.0,5455|11worldbsfah-2.0
0,5455,17,zrdwn,world,-1.0,5455|17worldzrdwn-1.0
0,5455,1,zrdwn,world,-1.0,5455|1worldzrdwn-1.0
0,5456,1,bsfah,world,-1.0,5456|1worldbsfah-1.0
0,5456,5,bsfah,world,-3.0,5456|5worldbsfah-3.0
0,5456,13,world,bsfah,1.0,5456|13worldbsfah1.0
0,5456,17,world,zrdwn,1.0,5456|17worldzrdwn1.0
0,5456,6,zrdwn,world,-1.0,5456|6worldzrdwn-1.0
0,5456,5,zrdwn,world,-1.0,5456|5worldzrdwn-1.0
0,5457,0,bsfah,world,-1.0,5457|0worldbsfah-1.0
0,5457,1,world,bsfah,2.0,5457|1worldbsfah2.0
0,5457,5,world,bsfah,3.0,5457|5worldbsfah3.0
0,5457,6,bsfah,world,-2.0,5457|6worldbsfah-2.0
0,5457,13,world,bsfah,2.0,5457|13worldbsfah2.0
0,5457,5,world,zrdwn,1.0,5457|5worldzrdwn1.0
0,5457,1,world,zrdwn,1.0,5457|1worldzrdwn1.0
0,5458,1,world,bsfah,2.0,5458|1worldbsfah2.0
0,5458,5,bsfah,world,-7.0,5458|5worldbsfah-7.0
0,5458,6,bsfah,world,-5.0,5458|6worldbsfah-5.0
0,5458,10,world,bsfah,2.0,5458|10worldbsfah2.0
0,5458,13,world,bsfah,1.0,5458|13worldbsfah1.0
0,5458,17,zrdwn,world,-1.0,5458|17worldzrdwn-1.0
0,5458,5,zrdwn,world,-1.0,5458|5worldzrdwn-1.0
0,5458,5,xkvbi,world,-6.0,5458|5worldxkvbi-6.0
0,5458,0,xkvbi,world,-1.0,5458|0worldxkvbi-1.0
0,5458,11,xkvbi,world,-4.0,5458|11worldxkvbi-4.0
0,5458,6,xkvbi,world,-10.0,5458|6worldxkvbi-10.0
0,5458,17,xkvbi,world,-5.0,5458|17worldxkvbi-5.0
0,5458,13,world,xkvbi,4.0,5458|13worldxkvbi4.0
0,5458,14,world,xkvbi,8.0,5458|14worldxkvbi8.0
0,5459,0,world,bsfah,2.0,5459|0worldbsfah2.0
0,5459,1,bsfah,world,-2.0,5459|1worldbsfah-2.0
0,5459,5,world,bsfah,3.0,5459|5worldbsfah3.0
0,5459,10,world,bsfah,1.0,5459|10worldbsfah1.0
0,5459,11,bsfah,world,-1.0,5459|11worldbsfah-1.0
0,5459,13,bsfah,world,-3.0,5459|13worldbsfah-3.0
0,5459,17,world,zrdwn,1.0,5459|17worldzrdwn1.0
0,5459,10,world,zrdwn,1.0,5459|10worldzrdwn1.0
0,5460,0,bsfah,world,-4.0,5460|0worldbsfah-4.0
0,5460,1,world,bsfah,1.0,5460|1worldbsfah1.0
0,5460,5,bsfah,world,-3.0,5460|5worldbsfah-3.0
0,5460,6,world,bsfah,2.0,5460|6worldbsfah2.0
0,5460,10,world,bsfah,2.0,5460|10worldbsfah2.0
0,5460,11,bsfah,world,-4.0,5460|11worldbsfah-4.0
0,5460,13,world,bsfah,2.0,5460|13worldbsfah2.0
0,5460,15,zrdwn,world,-1.0,5460|15worldzrdwn-1.0
0,5461,1,world,bsfah,1.0,5461|1worldbsfah1.0
0,5461,5,bsfah,world,-2.0,5461|5worldbsfah-2.0
0,5461,6,bsfah,world,-3.0,5461|6worldbsfah-3.0
0,5461,10,world,bsfah,3.0,5461|10worldbsfah3.0
0,5461,11,bsfah,world,-1.0,5461|11worldbsfah-1.0
0,5461,13,bsfah,world,-2.0,5461|13worldbsfah-2.0
0,5462,0,bsfah,world,-2.0,5462|0worldbsfah-2.0
0,5462,1,bsfah,world,-4.0,5462|1worldbsfah-4.0
0,5462,5,bsfah,world,-1.0,5462|5worldbsfah-1.0
0,5462,6,world,bsfah,3.0,5462|6worldbsfah3.0
0,5462,11,world,bsfah,2.0,5462|11worldbsfah2.0
0,5462,13,world,bsfah,1.0,5462|13worldbsfah1.0
0,5462,1,zrdwn,world,-1.0,5462|1worldzrdwn-1.0
0,5463,0,world,bsfah,1.0,5463|0worldbsfah1.0
0,5463,1,bsfah,world,-4.0,5463|1worldbsfah-4.0
0,5463,5,bsfah,world,-8.0,5463|5worldbsfah-8.0
0,5463,11,world,bsfah,3.0,5463|11worldbsfah3.0
0,5463,13,world,bsfah,3.0,5463|13worldbsfah3.0
0,5463,5,zrdwn,world,-1.0,5463|5worldzrdwn-1.0
0,5464,0,bsfah,world,-1.0,5464|0worldbsfah-1.0
0,5464,1,world,bsfah,1.0,5464|1worldbsfah1.0
0,5464,5,world,bsfah,1.0,5464|5worldbsfah1.0
0,5464,6,world,bsfah,3.0,5464|6worldbsfah3.0
0,5464,10,bsfah,world,-1.0,5464|10worldbsfah-1.0
0,5464,11,bsfah,world,-2.0,5464|11worldbsfah-2.0
0,5464,13,bsfah,world,-1.0,5464|13worldbsfah-1.0
0,5465,0,world,bsfah,1.0,5465|0worldbsfah1.0
0,5465,1,bsfah,world,-2.0,5465|1worldbsfah-2.0
0,5465,5,bsfah,world,-2.0,5465|5worldbsfah-2.0
0,5465,6,world,bsfah,2.0,5465|6worldbsfah2.0
0,5465,10,world,bsfah,1.0,5465|10worldbsfah1.0
0,5465,11,bsfah,world,-1.0,5465|11worldbsfah-1.0
0,5465,13,bsfah,world,-3.0,5465|13worldbsfah-3.0
0,5465,6,world,zrdwn,1.0,5465|6worldzrdwn1.0
0,5466,0,world,bsfah,1.0,5466|0worldbsfah1.0
0,5466,1,world,bsfah,1.0,5466|1worldbsfah1.0
0,5466,6,bsfah,world,-2.0,5466|6worldbsfah-2.0
0,5466,10,bsfah,world,-1.0,5466|10worldbsfah-1.0
0,5466,11,world,bsfah,3.0,5466|11worldbsfah3.0
0,5466,13,bsfah,world,-1.0,5466|13worldbsfah-1.0
0,5466,6,zrdwn,world,-1.0,5466|6worldzrdwn-1.0
0,5467,0,world,bsfah,3.0,5467|0worldbsfah3.0
0,5467,1,world,bsfah,1.0,5467|1worldbsfah1.0
0,5467,3,world,bsfah,1.0,5467|3worldbsfah1.0
0,5467,5,bsfah,world,-4.0,5467|5worldbsfah-4.0
0,5467,6,bsfah,world,-6.0,5467|6worldbsfah-6.0
0,5467,11,world,bsfah,3.0,5467|11worldbsfah3.0
0,5467,13,world,bsfah,4.0,5467|13worldbsfah4.0
0,5468,1,bsfah,world,-1.0,5468|1worldbsfah-1.0
0,5468,3,world,bsfah,3.0,5468|3worldbsfah3.0
0,5468,5,world,bsfah,6.0,5468|5worldbsfah6.0
0,5468,6,bsfah,world,-1.0,5468|6worldbsfah-1.0
0,5468,10,world,bsfah,1.0,5468|10worldbsfah1.0
0,5468,11,world,bsfah,1.0,5468|11worldbsfah1.0
0,5468,13,bsfah,world,-4.0,5468|13worldbsfah-4.0
0,5468,5,xkvbi,world,-15.0,5468|5worldxkvbi-15.0
0,5468,3,world,xkvbi,5.0,5468|3worldxkvbi5.0
0,5468,0,xkvbi,world,-3.0,5468|0worldxkvbi-3.0
0,5468,11,xkvbi,world,-4.0,5468|11worldxkvbi-4.0
0,5468,6,xkvbi,world,-4.0,5468|6worldxkvbi-4.0
0,5468,17,world,xkvbi,8.0,5468|17worldxkvbi8.0
0,5468,13,xkvbi,world,-6.0,5468|13worldxkvbi-6.0
0,5468,14,world,xkvbi,4.0,5468|14worldxkvbi4.0
0,5469,0,world,bsfah,1.0,5469|0worldbsfah1.0
0,5469,3,bsfah,world,-2.0,5469|3worldbsfah-2.0
0,5469,5,bsfah,world,-2.0,5469|5worldbsfah-2.0
0,5469,6,world,bsfah,1.0,5469|6worldbsfah1.0
0,5469,10,world,bsfah,1.0,5469|10worldbsfah1.0
0,5469,13,bsfah,world,-5.0,5469|13worldbsfah-5.0
0,5470,0,world,bsfah,7.0,5470|0worldbsfah7.0
0,5470,1,bsfah,world,-1.0,5470|1worldbsfah-1.0
0,5470,3,bsfah,world,-2.0,5470|3worldbsfah-2.0
0,5470,5,bsfah,world,-3.0,5470|5worldbsfah-3.0
0,5470,6,world,bsfah,5.0,5470|6worldbsfah5.0
0,5470,10,bsfah,world,-5.0,5470|10worldbsfah-5.0
0,5470,13,bsfah,world,-2.0,5470|13worldbsfah-2.0
0,5470,0,world,zrdwn,1.0,5470|0worldzrdwn1.0
0,5471,0,bsfah,world,-1.0,5471|0worldbsfah-1.0
0,5471,1,world,bsfah,1.0,5471|1worldbsfah1.0
0,5471,5,xkvbi,world,-6.0,5471|5worldxkvbi-6.0
0,5471,3,xkvbi,world,-5.0,5471|3worldxkvbi-5.0
0,5471,0,world,xkvbi,5.0,5471|0worldxkvbi5.0
0,5471,11,xkvbi,world,-2.0,5471|11worldxkvbi-2.0
0,5471,6,world,xkvbi,6.0,5471|6worldxkvbi6.0
0,5471,17,world,xkvbi,1.0,5471|17worldxkvbi1.0
0,5471,13,xkvbi,world,-8.0,5471|13worldxkvbi-8.0
0,5471,14,xkvbi,world,-2.0,5471|14worldxkvbi-2.0
0,5472,0,world,bsfah,2.0,5472|0worldbsfah2.0
0,5472,5,world,bsfah,2.0,5472|5worldbsfah2.0
0,5472,6,bsfah,world,-1.0,5472|6worldbsfah-1.0
0,5472,10,bsfah,world,-1.0,5472|10worldbsfah-1.0
0,5472,11,world,bsfah,2.0,5472|11worldbsfah2.0
0,5472,13,bsfah,world,-1.0,5472|13worldbsfah-1.0
0,5472,16,zrdwn,world,-1.0,5472|16worldzrdwn-1.0
0,5472,11,world,zrdwn,1.0,5472|11worldzrdwn1.0
0,5473,0,bsfah,world,-3.0,5473|0worldbsfah-3.0
0,5473,3,world,bsfah,1.0,5473|3worldbsfah1.0
0,5473,5,world,bsfah,3.0,5473|5worldbsfah3.0
0,5473,6,world,bsfah,2.0,5473|6worldbsfah2.0
0,5473,10,bsfah,world,-1.0,5473|10worldbsfah-1.0
0,5473,16,world,zrdwn,1.0,5473|16worldzrdwn1.0
0,5473,5,world,xkvbi,5.0,5473|5worldxkvbi5.0
0,5473,3,world,xkvbi,1.0,5473|3worldxkvbi1.0
0,5473,11,world,xkvbi,2.0,5473|11worldxkvbi2.0
0,5473,6,world,xkvbi,1.0,5473|6worldxkvbi1.0
0,5473,17,xkvbi,world,-4.0,5473|17worldxkvbi-4.0
0,5473,13,xkvbi,world,-1.0,5473|13worldxkvbi-1.0
0,5474,0,bsfah,world,-1.0,5474|0worldbsfah-1.0
0,5474,3,world,bsfah,1.0,5474|3worldbsfah1.0
0,5474,5,bsfah,world,-2.0,5474|5worldbsfah-2.0
0,5474,6,world,bsfah,1.0,5474|6worldbsfah1.0
0,5474,11,bsfah,world,-2.0,5474|11worldbsfah-2.0
0,5474,16,zrdwn,world,-1.0,5474|16worldzrdwn-1.0
0,5475,0,bsfah,world,-3.0,5475|0worldbsfah-3.0
0,5475,1,bsfah,world,-2.0,5475|1worldbsfah-2.0
0,5475,3,bsfah,world,-1.0,5475|3worldbsfah-1.0
0,5475,5,world,bsfah,2.0,5475|5worldbsfah2.0
0,5475,6,bsfah,world,-1.0,5475|6worldbsfah-1.0
0,5475,10,world,bsfah,5.0,5475|10worldbsfah5.0
0,5475,11,bsfah,world,-3.0,5475|11worldbsfah-3.0
0,5475,16,world,zrdwn,1.0,5475|16worldzrdwn1.0
0,5475,11,zrdwn,world,-1.0,5475|11worldzrdwn-1.0
0,5476,3,world,bsfah,2.0,5476|3worldbsfah2.0
0,5476,5,bsfah,world,-4.0,5476|5worldbsfah-4.0
0,5476,6,world,bsfah,5.0,5476|6worldbsfah5.0
0,5476,10,bsfah,world,-1.0,5476|10worldbsfah-1.0
0,5476,11,bsfah,world,-1.0,5476|11worldbsfah-1.0
0,5476,13,bsfah,world,-2.0,5476|13worldbsfah-2.0
0,5476,6,world,zrdwn,1.0,5476|6worldzrdwn1.0
0,5477,0,bsfah,world,-2.0,5477|0worldbsfah-2.0
0,5477,3,bsfah,world,-3.0,5477|3worldbsfah-3.0
0,5477,11,bsfah,world,-2.0,5477|11worldbsfah-2.0
0,5477,13,world,bsfah,4.0,5477|13worldbsfah4.0
0,5477,0,zrdwn,world,-1.0,5477|0worldzrdwn-1.0
0,5478,0,world,bsfah,2.0,5478|0worldbsfah2.0
0,5478,1,world,bsfah,3.0,5478|1worldbsfah3.0
0,5478,3,world,bsfah,1.0,5478|3worldbsfah1.0
0,5478,6,world,bsfah,1.0,5478|6worldbsfah1.0
0,5478,10,bsfah,world,-1.0,5478|10worldbsfah-1.0
0,5478,11,bsfah,world,-2.0,5478|11worldbsfah-2.0
0,5478,13,bsfah,world,-1.0,5478|13worldbsfah-1.0
0,5478,0,world,zrdwn,1.0,5478|0worldzrdwn1.0
0,5479,0,world,bsfah,1.0,5479|0worldbsfah1.0
0,5479,1,world,bsfah,1.0,5479|1worldbsfah1.0
0,5479,3,bsfah,world,-1.0,5479|3worldbsfah-1.0
0,5479,5,world,bsfah,1.0,5479|5worldbsfah1.0
0,5479,6,world,bsfah,1.0,5479|6worldbsfah1.0
0,5479,10,bsfah,world,-3.0,5479|10worldbsfah-3.0
0,5479,11,world,bsfah,2.0,5479|11worldbsfah2.0
0,5479,13,bsfah,world,-1.0,5479|13worldbsfah-1.0
0,5479,5,xkvbi,world,-2.0,5479|5worldxkvbi-2.0
0,5479,3,xkvbi,world,-1.0,5479|3worldxkvbi-1.0
0,5479,11,xkvbi,world,-2.0,5479|11worldxkvbi-2.0
0,5479,6,world,xkvbi,9.0,5479|6worldxkvbi9.0
0,5479,17,world,xkvbi,1.0,5479|17worldxkvbi1.0
0,5479,13,world,xkvbi,1.0,5479|13worldxkvbi1.0
0,5479,14,xkvbi,world,-4.0,5479|14worldxkvbi-4.0
0,5480,0,world,bsfah,1.0,5480|0worldbsfah1.0
0,5480,1,bsfah,world,-1.0,5480|1worldbsfah-1.0
0,5480,5,bsfah,world,-3.0,5480|5worldbsfah-3.0
0,5480,6,bsfah,world,-2.0,5480|6worldbsfah-2.0
0,5480,10,world,bsfah,2.0,5480|10worldbsfah2.0
0,5480,11,world,bsfah,1.0,5480|11worldbsfah1.0
0,5480,13,bsfah,world,-1.0,5480|13worldbsfah-1.0
0,5481,6,bsfah,world,-2.0,5481|6worldbsfah-2.0
0,5481,10,world,bsfah,2.0,5481|10worldbsfah2.0
0,5481,11,bsfah,world,-2.0,5481|11worldbsfah-2.0
0,5481,13,bsfah,world,-1.0,5481|13worldbsfah-1.0
0,5482,0,world,bsfah,1.0,5482|0worldbsfah1.0
0,5482,5,world,bsfah,2.0,5482|5worldbsfah2.0
0,5482,6,bsfah,world,-3.0,5482|6worldbsfah-3.0
