,ToS,stock,seller,buyer,volume,tradeID
0,4815,13,wizey,world,-390.0,4815|13worldwizey-390.0
0,4815,14,world,wizey,501.0,4815|14worldwizey501.0
0,4815,17,world,uitcq,13.0,4815|17worlduitcq13.0
0,4816,2,djruh,world,-52.0,4816|2worlddjruh-52.0
0,4816,3,world,djruh,11.0,4816|3worlddjruh11.0
0,4816,4,world,hjmxr,13.0,4816|4worldhjmxr13.0
0,4816,5,world,hjmxr,7.0,4816|5worldhjmxr7.0
0,4816,6,hjmxr,world,-19.0,4816|6worldhjmxr-19.0
0,4816,8,hipzw,world,-25.0,4816|8worldhipzw-25.0
0,4816,9,world,hipzw,13.0,4816|9worldhipzw13.0
0,4816,11,world,hipzw,13.0,4816|11worldhipzw13.0
0,4816,13,world,wizey,36.0,4816|13worldwizey36.0
0,4816,14,world,wizey,1.0,4816|14worldwizey1.0
0,4816,17,world,uitcq,19.0,4816|17worlduitcq19.0
0,4817,2,world,djruh,4.0,4817|2worlddjruh4.0
0,4817,3,djruh,world,-8.0,4817|3worlddjruh-8.0
0,4817,4,world,hjmxr,6.0,4817|4worldhjmxr6.0
0,4817,5,hjmxr,world,-1.0,4817|5worldhjmxr-1.0
0,4817,6,hjmxr,world,-9.0,4817|6worldhjmxr-9.0
0,4817,8,world,hipzw,1.0,4817|8worldhipzw1.0
0,4817,9,world,hipzw,28.0,4817|9worldhipzw28.0
0,4817,11,hipzw,world,-10.0,4817|11worldhipzw-10.0
0,4817,13,world,wizey,38.0,4817|13worldwizey38.0
0,4817,14,world,wizey,1.0,4817|14worldwizey1.0
0,4817,17,world,uitcq,17.0,4817|17worlduitcq17.0
0,4818,2,world,djruh,59.0,4818|2worlddjruh59.0
0,4818,3,djruh,world,-27.0,4818|3worlddjruh-27.0
0,4818,4,hjmxr,world,-4.0,4818|4worldhjmxr-4.0
0,4818,5,hjmxr,world,-16.0,4818|5worldhjmxr-16.0
0,4818,6,world,hjmxr,10.0,4818|6worldhjmxr10.0
0,4818,8,hipzw,world,-18.0,4818|8worldhipzw-18.0
0,4818,9,world,hipzw,10.0,4818|9worldhipzw10.0
0,4818,11,world,hipzw,11.0,4818|11worldhipzw11.0
0,4818,13,world,wizey,412.0,4818|13worldwizey412.0
0,4818,14,wizey,world,-510.0,4818|14worldwizey-510.0
0,4818,17,world,uitcq,14.0,4818|17worlduitcq14.0
0,4819,2,djruh,world,-45.0,4819|2worlddjruh-45.0
0,4819,3,world,djruh,21.0,4819|3worlddjruh21.0
0,4819,4,hjmxr,world,-26.0,4819|4worldhjmxr-26.0
0,4819,5,world,hjmxr,4.0,4819|5worldhjmxr4.0
0,4819,6,world,hjmxr,6.0,4819|6worldhjmxr6.0
0,4819,8,world,hipzw,24.0,4819|8worldhipzw24.0
0,4819,9,hipzw,world,-11.0,4819|9worldhipzw-11.0
0,4819,11,hipzw,world,-21.0,4819|11worldhipzw-21.0
0,4819,13,world,wizey,20.0,4819|13worldwizey20.0
0,4819,17,world,uitcq,3.0,4819|17worlduitcq3.0
0,4820,2,djruh,world,-59.0,4820|2worlddjruh-59.0
0,4820,3,world,djruh,19.0,4820|3worlddjruh19.0
0,4820,4,hjmxr,world,-25.0,4820|4worldhjmxr-25.0
0,4820,6,world,hjmxr,15.0,4820|6worldhjmxr15.0
0,4820,8,hipzw,world,-5.0,4820|8worldhipzw-5.0
0,4820,9,world,hipzw,8.0,4820|9worldhipzw8.0
0,4820,13,world,wizey,33.0,4820|13worldwizey33.0
0,4820,17,uitcq,world,-23.0,4820|17worlduitcq-23.0
0,4821,2,world,djruh,4.0,4821|2worlddjruh4.0
0,4821,3,world,djruh,2.0,4821|3worlddjruh2.0
0,4821,4,hjmxr,world,-26.0,4821|4worldhjmxr-26.0
0,4821,5,hjmxr,world,-11.0,4821|5worldhjmxr-11.0
0,4821,6,world,hjmxr,21.0,4821|6worldhjmxr21.0
0,4821,8,world,hipzw,27.0,4821|8worldhipzw27.0
0,4821,9,hipzw,world,-5.0,4821|9worldhipzw-5.0
0,4821,11,hipzw,world,-25.0,4821|11worldhipzw-25.0
0,4821,13,wizey,world,-915.0,4821|13worldwizey-915.0
0,4821,14,world,wizey,1205.0,4821|14worldwizey1205.0
0,4821,17,world,uitcq,7.0,4821|17worlduitcq7.0
0,4822,2,world,djruh,87.0,4822|2worlddjruh87.0
0,4822,3,djruh,world,-21.0,4822|3worlddjruh-21.0
0,4822,4,hjmxr,world,-11.0,4822|4worldhjmxr-11.0
0,4822,5,hjmxr,world,-4.0,4822|5worldhjmxr-4.0
0,4822,6,world,hjmxr,6.0,4822|6worldhjmxr6.0
0,4822,8,world,hipzw,4.0,4822|8worldhipzw4.0
0,4822,9,hipzw,world,-26.0,4822|9worldhipzw-26.0
0,4822,11,world,hipzw,5.0,4822|11worldhipzw5.0
0,4822,13,world,wizey,7.0,4822|13worldwizey7.0
0,4822,14,wizey,world,-6.0,4822|14worldwizey-6.0
0,4822,17,world,uitcq,22.0,4822|17worlduitcq22.0
0,4823,2,djruh,world,-95.0,4823|2worlddjruh-95.0
0,4823,3,world,djruh,47.0,4823|3worlddjruh47.0
0,4823,4,hjmxr,world,-18.0,4823|4worldhjmxr-18.0
0,4823,5,world,hjmxr,3.0,4823|5worldhjmxr3.0
0,4823,6,world,hjmxr,14.0,4823|6worldhjmxr14.0
0,4823,8,hipzw,world,-6.0,4823|8worldhipzw-6.0
0,4823,9,world,hipzw,8.0,4823|9worldhipzw8.0
0,4823,11,hipzw,world,-3.0,4823|11worldhipzw-3.0
0,4823,13,world,wizey,4.0,4823|13worldwizey4.0
0,4823,14,wizey,world,-8.0,4823|14worldwizey-8.0
0,4823,17,uitcq,world,-7.0,4823|17worlduitcq-7.0
0,4824,2,djruh,world,-4.0,4824|2worlddjruh-4.0
0,4824,3,djruh,world,-11.0,4824|3worlddjruh-11.0
0,4824,4,world,hjmxr,7.0,4824|4worldhjmxr7.0
0,4824,5,hjmxr,world,-20.0,4824|5worldhjmxr-20.0
0,4824,6,world,hjmxr,14.0,4824|6worldhjmxr14.0
0,4824,8,world,hipzw,9.0,4824|8worldhipzw9.0
0,4824,9,hipzw,world,-32.0,4824|9worldhipzw-32.0
0,4824,11,hipzw,world,-2.0,4824|11worldhipzw-2.0
0,4824,13,world,wizey,36.0,4824|13worldwizey36.0
0,4824,14,world,wizey,10.0,4824|14worldwizey10.0
0,4824,17,world,uitcq,14.0,4824|17worlduitcq14.0
0,4825,2,djruh,world,-12.0,4825|2worlddjruh-12.0
0,4825,3,djruh,world,-2.0,4825|3worlddjruh-2.0
0,4825,4,world,hjmxr,23.0,4825|4worldhjmxr23.0
0,4825,5,hjmxr,world,-15.0,4825|5worldhjmxr-15.0
0,4825,6,hjmxr,world,-5.0,4825|6worldhjmxr-5.0
0,4825,8,hipzw,world,-22.0,4825|8worldhipzw-22.0
0,4825,9,hipzw,world,-11.0,4825|9worldhipzw-11.0
0,4825,11,world,hipzw,20.0,4825|11worldhipzw20.0
0,4825,13,world,wizey,236.0,4825|13worldwizey236.0
0,4825,14,wizey,world,-284.0,4825|14worldwizey-284.0
0,4825,17,world,uitcq,22.0,4825|17worlduitcq22.0
0,4826,2,world,djruh,56.0,4826|2worlddjruh56.0
0,4826,3,djruh,world,-26.0,4826|3worlddjruh-26.0
0,4826,4,hjmxr,world,-3.0,4826|4worldhjmxr-3.0
0,4826,5,world,hjmxr,3.0,4826|5worldhjmxr3.0
0,4826,6,hjmxr,world,-11.0,4826|6worldhjmxr-11.0
0,4826,8,hipzw,world,-10.0,4826|8worldhipzw-10.0
0,4826,9,world,hipzw,24.0,4826|9worldhipzw24.0
0,4826,13,wizey,world,-1.0,4826|13worldwizey-1.0
0,4826,14,wizey,world,-10.0,4826|14worldwizey-10.0
0,4826,17,world,uitcq,31.0,4826|17worlduitcq31.0
0,4827,2,world,djruh,33.0,4827|2worlddjruh33.0
0,4827,3,djruh,world,-12.0,4827|3worlddjruh-12.0
0,4827,4,world,hjmxr,7.0,4827|4worldhjmxr7.0
0,4827,5,hjmxr,world,-24.0,4827|5worldhjmxr-24.0
0,4827,6,world,hjmxr,3.0,4827|6worldhjmxr3.0
0,4827,8,world,hipzw,2.0,4827|8worldhipzw2.0
0,4827,9,world,hipzw,5.0,4827|9worldhipzw5.0
0,4827,11,hipzw,world,-16.0,4827|11worldhipzw-16.0
0,4827,13,wizey,world,-424.0,4827|13worldwizey-424.0
0,4827,14,world,wizey,561.0,4827|14worldwizey561.0
0,4827,17,world,uitcq,20.0,4827|17worlduitcq20.0
0,4828,2,djruh,world,-49.0,4828|2worlddjruh-49.0
0,4828,3,world,djruh,13.0,4828|3worlddjruh13.0
0,4828,4,hjmxr,world,-4.0,4828|4worldhjmxr-4.0
0,4828,5,world,hjmxr,2.0,4828|5worldhjmxr2.0
0,4828,6,hjmxr,world,-7.0,4828|6worldhjmxr-7.0
0,4828,8,hipzw,world,-11.0,4828|8worldhipzw-11.0
0,4828,9,world,hipzw,24.0,4828|9worldhipzw24.0
0,4828,11,hipzw,world,-9.0,4828|11worldhipzw-9.0
0,4828,13,world,wizey,20.0,4828|13worldwizey20.0
0,4828,14,world,wizey,2.0,4828|14worldwizey2.0
0,4828,17,uitcq,world,-3.0,4828|17worlduitcq-3.0
0,4829,2,world,djruh,4.0,4829|2worlddjruh4.0
0,4829,3,world,djruh,6.0,4829|3worlddjruh6.0
0,4829,4,world,hjmxr,7.0,4829|4worldhjmxr7.0
0,4829,5,hjmxr,world,-17.0,4829|5worldhjmxr-17.0
0,4829,6,world,hjmxr,6.0,4829|6worldhjmxr6.0
0,4829,8,hipzw,world,-13.0,4829|8worldhipzw-13.0
0,4829,9,world,hipzw,14.0,4829|9worldhipzw14.0
0,4829,11,world,hipzw,3.0,4829|11worldhipzw3.0
0,4829,13,wizey,world,-26.0,4829|13worldwizey-26.0
0,4829,14,world,wizey,11.0,4829|14worldwizey11.0
0,4829,17,world,uitcq,13.0,4829|17worlduitcq13.0
0,4830,2,world,djruh,3.0,4830|2worlddjruh3.0
0,4830,3,djruh,world,-5.0,4830|3worlddjruh-5.0
0,4830,4,world,hjmxr,13.0,4830|4worldhjmxr13.0
0,4830,5,hjmxr,world,-11.0,4830|5worldhjmxr-11.0
0,4830,6,hjmxr,world,-4.0,4830|6worldhjmxr-4.0
0,4830,8,world,hipzw,5.0,4830|8worldhipzw5.0
0,4830,9,hipzw,world,-18.0,4830|9worldhipzw-18.0
0,4830,11,world,hipzw,2.0,4830|11worldhipzw2.0
0,4830,13,world,wizey,849.0,4830|13worldwizey849.0
0,4830,14,wizey,world,-1077.0,4830|14worldwizey-1077.0
0,4830,17,world,uitcq,8.0,4830|17worlduitcq8.0
0,4831,2,world,djruh,2.0,4831|2worlddjruh2.0
0,4831,3,djruh,world,-3.0,4831|3worlddjruh-3.0
0,4831,4,hjmxr,world,-21.0,4831|4worldhjmxr-21.0
0,4831,5,world,hjmxr,12.0,4831|5worldhjmxr12.0
0,4831,6,world,hjmxr,9.0,4831|6worldhjmxr9.0
0,4831,8,world,hipzw,16.0,4831|8worldhipzw16.0
0,4831,9,hipzw,world,-37.0,4831|9worldhipzw-37.0
0,4831,11,world,hipzw,3.0,4831|11worldhipzw3.0
0,4831,13,wizey,world,-298.0,4831|13worldwizey-298.0
0,4831,14,world,wizey,385.0,4831|14worldwizey385.0
0,4831,17,world,uitcq,7.0,4831|17worlduitcq7.0
0,4832,2,djruh,world,-6.0,4832|2worlddjruh-6.0
0,4832,3,djruh,world,-9.0,4832|3worlddjruh-9.0
0,4832,4,world,hjmxr,1.0,4832|4worldhjmxr1.0
0,4832,5,hjmxr,world,-4.0,4832|5worldhjmxr-4.0
0,4832,6,hjmxr,world,-3.0,4832|6worldhjmxr-3.0
0,4832,8,hipzw,world,-32.0,4832|8worldhipzw-32.0
0,4832,9,world,hipzw,51.0,4832|9worldhipzw51.0
0,4832,11,world,hipzw,4.0,4832|11worldhipzw4.0
0,4832,13,world,wizey,27.0,4832|13worldwizey27.0
0,4832,14,world,wizey,2.0,4832|14worldwizey2.0
0,4832,17,world,uitcq,7.0,4832|17worlduitcq7.0
0,4833,2,djruh,world,-38.0,4833|2worlddjruh-38.0
0,4833,3,world,djruh,11.0,4833|3worlddjruh11.0
0,4833,4,hjmxr,world,-17.0,4833|4worldhjmxr-17.0
0,4833,5,hjmxr,world,-16.0,4833|5worldhjmxr-16.0
0,4833,6,world,hjmxr,24.0,4833|6worldhjmxr24.0
0,4833,8,hipzw,world,-4.0,4833|8worldhipzw-4.0
0,4833,9,hipzw,world,-10.0,4833|9worldhipzw-10.0
0,4833,11,world,hipzw,4.0,4833|11worldhipzw4.0
0,4833,13,world,wizey,334.0,4833|13worldwizey334.0
0,4833,14,wizey,world,-429.0,4833|14worldwizey-429.0
0,4833,17,world,uitcq,15.0,4833|17worlduitcq15.0
0,4834,2,djruh,world,-11.0,4834|2worlddjruh-11.0
0,4834,3,world,djruh,9.0,4834|3worlddjruh9.0
0,4834,4,hjmxr,world,-20.0,4834|4worldhjmxr-20.0
0,4834,5,hjmxr,world,-7.0,4834|5worldhjmxr-7.0
0,4834,6,world,hjmxr,16.0,4834|6worldhjmxr16.0
0,4834,8,world,hipzw,9.0,4834|8worldhipzw9.0
0,4834,9,world,hipzw,19.0,4834|9worldhipzw19.0
0,4834,11,hipzw,world,-25.0,4834|11worldhipzw-25.0
0,4834,13,world,wizey,271.0,4834|13worldwizey271.0
0,4834,14,wizey,world,-362.0,4834|14worldwizey-362.0
0,4834,17,world,uitcq,13.0,4834|17worlduitcq13.0
0,4835,2,world,djruh,32.0,4835|2worlddjruh32.0
0,4835,3,djruh,world,-13.0,4835|3worlddjruh-13.0
0,4835,4,world,hjmxr,13.0,4835|4worldhjmxr13.0
0,4835,5,hjmxr,world,-6.0,4835|5worldhjmxr-6.0
0,4835,6,hjmxr,world,-10.0,4835|6worldhjmxr-10.0
0,4835,8,hipzw,world,-20.0,4835|8worldhipzw-20.0
0,4835,9,world,hipzw,16.0,4835|9worldhipzw16.0
0,4835,11,world,hipzw,12.0,4835|11worldhipzw12.0
0,4835,13,wizey,world,-6.0,4835|13worldwizey-6.0
0,4835,17,uitcq,world,-13.0,4835|17worlduitcq-13.0
0,4836,2,djruh,world,-3.0,4836|2worlddjruh-3.0
0,4836,3,world,djruh,5.0,4836|3worlddjruh5.0
0,4836,4,hjmxr,world,-10.0,4836|4worldhjmxr-10.0
0,4836,5,world,hjmxr,6.0,4836|5worldhjmxr6.0
0,4836,6,hjmxr,world,-6.0,4836|6worldhjmxr-6.0
0,4836,8,world,hipzw,23.0,4836|8worldhipzw23.0
0,4836,9,world,hipzw,18.0,4836|9worldhipzw18.0
0,4836,11,hipzw,world,-25.0,4836|11worldhipzw-25.0
0,4836,13,wizey,world,-1.0,4836|13worldwizey-1.0
0,4836,17,uitcq,world,-9.0,4836|17worlduitcq-9.0
0,4837,2,world,djruh,37.0,4837|2worlddjruh37.0
0,4837,3,djruh,world,-3.0,4837|3worlddjruh-3.0
0,4837,4,world,hjmxr,3.0,4837|4worldhjmxr3.0
0,4837,5,world,hjmxr,4.0,4837|5worldhjmxr4.0
0,4837,6,hjmxr,world,-1.0,4837|6worldhjmxr-1.0
0,4837,8,world,hipzw,1.0,4837|8worldhipzw1.0
0,4837,9,world,hipzw,30.0,4837|9worldhipzw30.0
0,4837,11,hipzw,world,-15.0,4837|11worldhipzw-15.0
0,4837,13,world,wizey,49.0,4837|13worldwizey49.0
0,4837,17,world,uitcq,29.0,4837|17worlduitcq29.0
0,4838,2,djruh,world,-83.0,4838|2worlddjruh-83.0
0,4838,3,world,djruh,39.0,4838|3worlddjruh39.0
0,4838,4,hjmxr,world,-11.0,4838|4worldhjmxr-11.0
0,4838,5,hjmxr,world,-14.0,4838|5worldhjmxr-14.0
0,4838,6,world,hjmxr,16.0,4838|6worldhjmxr16.0
0,4838,8,world,hipzw,2.0,4838|8worldhipzw2.0
0,4838,11,hipzw,world,-4.0,4838|11worldhipzw-4.0
0,4838,13,wizey,world,-873.0,4838|13worldwizey-873.0
0,4838,14,world,wizey,1051.0,4838|14worldwizey1051.0
0,4838,17,uitcq,world,-7.0,4838|17worlduitcq-7.0
0,4839,2,world,djruh,44.0,4839|2worlddjruh44.0
0,4839,3,djruh,world,-13.0,4839|3worlddjruh-13.0
0,4839,4,world,hjmxr,41.0,4839|4worldhjmxr41.0
0,4839,5,hjmxr,world,-12.0,4839|5worldhjmxr-12.0
0,4839,6,hjmxr,world,-13.0,4839|6worldhjmxr-13.0
0,4839,8,hipzw,world,-22.0,4839|8worldhipzw-22.0
0,4839,9,world,hipzw,2.0,4839|9worldhipzw2.0
0,4839,11,world,hipzw,17.0,4839|11worldhipzw17.0
0,4839,13,world,wizey,176.0,4839|13worldwizey176.0
0,4839,14,wizey,world,-243.0,4839|14worldwizey-243.0
0,4839,17,uitcq,world,-3.0,4839|17worlduitcq-3.0
0,4840,2,world,djruh,89.0,4840|2worlddjruh89.0
0,4840,3,djruh,world,-24.0,4840|3worlddjruh-24.0
0,4840,4,hjmxr,world,-1.0,4840|4worldhjmxr-1.0
0,4840,5,hjmxr,world,-2.0,4840|5worldhjmxr-2.0
0,4840,6,hjmxr,world,-1.0,4840|6worldhjmxr-1.0
0,4840,8,world,hipzw,19.0,4840|8worldhipzw19.0
0,4840,9,hipzw,world,-29.0,4840|9worldhipzw-29.0
0,4840,11,hipzw,world,-3.0,4840|11worldhipzw-3.0
0,4840,13,wizey,world,-36.0,4840|13worldwizey-36.0
0,4840,14,wizey,world,-3.0,4840|14worldwizey-3.0
0,4840,17,uitcq,world,-5.0,4840|17worlduitcq-5.0
0,4841,2,world,djruh,68.0,4841|2worlddjruh68.0
0,4841,3,djruh,world,-17.0,4841|3worlddjruh-17.0
0,4841,4,hjmxr,world,-11.0,4841|4worldhjmxr-11.0
0,4841,5,world,hjmxr,11.0,4841|5worldhjmxr11.0
0,4841,6,hjmxr,world,-6.0,4841|6worldhjmxr-6.0
0,4841,8,hipzw,world,-3.0,4841|8worldhipzw-3.0
0,4841,9,world,hipzw,22.0,4841|9worldhipzw22.0
0,4841,11,hipzw,world,-9.0,4841|11worldhipzw-9.0
0,4841,13,wizey,world,-347.0,4841|13worldwizey-347.0
0,4841,14,world,wizey,410.0,4841|14worldwizey410.0
0,4841,17,uitcq,world,-2.0,4841|17worlduitcq-2.0
0,4842,2,djruh,world,-2.0,4842|2worlddjruh-2.0
0,4842,3,world,djruh,7.0,4842|3worlddjruh7.0
0,4842,4,world,hjmxr,1.0,4842|4worldhjmxr1.0
0,4842,5,hjmxr,world,-5.0,4842|5worldhjmxr-5.0
0,4842,6,hjmxr,world,-2.0,4842|6worldhjmxr-2.0
0,4842,8,hipzw,world,-23.0,4842|8worldhipzw-23.0
0,4842,9,world,hipzw,12.0,4842|9worldhipzw12.0
0,4842,11,world,hipzw,10.0,4842|11worldhipzw10.0
0,4842,13,world,wizey,184.0,4842|13worldwizey184.0
0,4842,14,wizey,world,-241.0,4842|14worldwizey-241.0
0,4842,17,uitcq,world,-1.0,4842|17worlduitcq-1.0
0,4843,2,djruh,world,-11.0,4843|2worlddjruh-11.0
0,4843,3,world,djruh,8.0,4843|3worlddjruh8.0
0,4843,4,world,hjmxr,3.0,4843|4worldhjmxr3.0
0,4843,5,world,hjmxr,7.0,4843|5worldhjmxr7.0
0,4843,6,hjmxr,world,-12.0,4843|6worldhjmxr-12.0
0,4843,8,world,hipzw,5.0,4843|8worldhipzw5.0
0,4843,9,world,hipzw,25.0,4843|9worldhipzw25.0
0,4843,11,hipzw,world,-12.0,4843|11worldhipzw-12.0
0,4843,13,wizey,world,-555.0,4843|13worldwizey-555.0
0,4843,14,world,wizey,659.0,4843|14worldwizey659.0
0,4843,17,world,uitcq,8.0,4843|17worlduitcq8.0
0,4844,0,world,djruh,11.0,4844|0worlddjruh11.0
0,4844,2,djruh,world,-34.0,4844|2worlddjruh-34.0
0,4844,3,world,djruh,11.0,4844|3worlddjruh11.0
0,4844,4,hjmxr,world,-7.0,4844|4worldhjmxr-7.0
0,4844,5,world,hjmxr,2.0,4844|5worldhjmxr2.0
0,4844,6,world,hjmxr,2.0,4844|6worldhjmxr2.0
0,4844,8,world,hipzw,40.0,4844|8worldhipzw40.0
0,4844,9,hipzw,world,-43.0,4844|9worldhipzw-43.0
0,4844,11,hipzw,world,-15.0,4844|11worldhipzw-15.0
0,4844,13,world,wizey,1.0,4844|13worldwizey1.0
0,4844,14,world,wizey,6.0,4844|14worldwizey6.0
0,4844,17,world,uitcq,8.0,4844|17worlduitcq8.0
0,4845,0,world,djruh,54.0,4845|0worlddjruh54.0
0,4845,2,world,djruh,80.0,4845|2worlddjruh80.0
0,4845,3,djruh,world,-53.0,4845|3worlddjruh-53.0
0,4845,4,hjmxr,world,-10.0,4845|4worldhjmxr-10.0
0,4845,5,hjmxr,world,-18.0,4845|5worldhjmxr-18.0
0,4845,6,world,hjmxr,9.0,4845|6worldhjmxr9.0
0,4845,8,hipzw,world,-17.0,4845|8worldhipzw-17.0
0,4845,9,hipzw,world,-21.0,4845|9worldhipzw-21.0
0,4845,11,world,hipzw,22.0,4845|11worldhipzw22.0
0,4845,13,wizey,world,-3.0,4845|13worldwizey-3.0
0,4845,14,world,wizey,1.0,4845|14worldwizey1.0
0,4845,17,uitcq,world,-4.0,4845|17worlduitcq-4.0
0,4846,0,world,djruh,126.0,4846|0worlddjruh126.0
0,4846,2,djruh,world,-6.0,4846|2worlddjruh-6.0
0,4846,3,djruh,world,-47.0,4846|3worlddjruh-47.0
0,4846,4,hjmxr,world,-13.0,4846|4worldhjmxr-13.0
0,4846,5,world,hjmxr,12.0,4846|5worldhjmxr12.0
0,4846,6,hjmxr,world,-7.0,4846|6worldhjmxr-7.0
0,4846,8,hipzw,world,-8.0,4846|8worldhipzw-8.0
0,4846,9,hipzw,world,-12.0,4846|9worldhipzw-12.0
0,4846,11,world,hipzw,12.0,4846|11worldhipzw12.0
0,4846,13,world,wizey,11.0,4846|13worldwizey11.0
0,4846,14,wizey,world,-5.0,4846|14worldwizey-5.0
0,4846,17,world,uitcq,3.0,4846|17worlduitcq3.0
0,4847,0,world,djruh,19.0,4847|0worlddjruh19.0
0,4847,2,djruh,world,-77.0,4847|2worlddjruh-77.0
0,4847,3,world,djruh,20.0,4847|3worlddjruh20.0
0,4847,4,hjmxr,world,-2.0,4847|4worldhjmxr-2.0
0,4847,5,world,hjmxr,25.0,4847|5worldhjmxr25.0
0,4847,6,hjmxr,world,-25.0,4847|6worldhjmxr-25.0
0,4847,8,world,hipzw,22.0,4847|8worldhipzw22.0
0,4847,9,hipzw,world,-47.0,4847|9worldhipzw-47.0
0,4847,11,hipzw,world,-7.0,4847|11worldhipzw-7.0
0,4847,13,wizey,world,-28.0,4847|13worldwizey-28.0
0,4847,14,wizey,world,-51.0,4847|14worldwizey-51.0
0,4847,15,world,wizey,102.0,4847|15worldwizey102.0
0,4847,17,world,uitcq,7.0,4847|17worlduitcq7.0
0,4848,0,djruh,world,-1.0,4848|0worlddjruh-1.0
0,4848,2,world,djruh,18.0,4848|2worlddjruh18.0
0,4848,3,djruh,world,-13.0,4848|3worlddjruh-13.0
0,4848,4,hjmxr,world,-14.0,4848|4worldhjmxr-14.0
0,4848,5,world,hjmxr,9.0,4848|5worldhjmxr9.0
0,4848,6,world,hjmxr,6.0,4848|6worldhjmxr6.0
0,4848,8,world,hipzw,35.0,4848|8worldhipzw35.0
0,4848,9,hipzw,world,-13.0,4848|9worldhipzw-13.0
0,4848,11,hipzw,world,-24.0,4848|11worldhipzw-24.0
0,4848,13,wizey,world,-48.0,4848|13worldwizey-48.0
0,4848,14,wizey,world,-20.0,4848|14worldwizey-20.0
0,4848,15,world,wizey,143.0,4848|15worldwizey143.0
0,4848,17,world,uitcq,8.0,4848|17worlduitcq8.0
0,4849,0,djruh,world,-3.0,4849|0worlddjruh-3.0
0,4849,2,djruh,world,-11.0,4849|2worlddjruh-11.0
0,4849,3,djruh,world,-13.0,4849|3worlddjruh-13.0
0,4849,4,hjmxr,world,-2.0,4849|4worldhjmxr-2.0
0,4849,5,hjmxr,world,-3.0,4849|5worldhjmxr-3.0
0,4849,6,hjmxr,world,-3.0,4849|6worldhjmxr-3.0
0,4849,8,hipzw,world,-21.0,4849|8worldhipzw-21.0
0,4849,9,world,hipzw,21.0,4849|9worldhipzw21.0
0,4849,11,world,hipzw,2.0,4849|11worldhipzw2.0
0,4849,13,wizey,world,-51.0,4849|13worldwizey-51.0
0,4849,14,wizey,world,-144.0,4849|14worldwizey-144.0
0,4849,15,world,wizey,295.0,4849|15worldwizey295.0
0,4849,17,world,uitcq,6.0,4849|17worlduitcq6.0
0,4850,2,world,djruh,13.0,4850|2worlddjruh13.0
0,4850,3,djruh,world,-10.0,4850|3worlddjruh-10.0
0,4850,4,world,hjmxr,3.0,4850|4worldhjmxr3.0
0,4850,5,hjmxr,world,-2.0,4850|5worldhjmxr-2.0
0,4850,6,hjmxr,world,-6.0,4850|6worldhjmxr-6.0
0,4850,9,hipzw,world,-18.0,4850|9worldhipzw-18.0
0,4850,11,world,hipzw,1.0,4850|11worldhipzw1.0
0,4850,13,wizey,world,-43.0,4850|13worldwizey-43.0
0,4850,14,wizey,world,-114.0,4850|14worldwizey-114.0
0,4850,15,world,wizey,235.0,4850|15worldwizey235.0
0,4850,17,world,uitcq,40.0,4850|17worlduitcq40.0
0,4851,0,world,djruh,50.0,4851|0worlddjruh50.0
0,4851,2,djruh,world,-92.0,4851|2worlddjruh-92.0
0,4851,3,world,djruh,14.0,4851|3worlddjruh14.0
0,4851,4,hjmxr,world,-16.0,4851|4worldhjmxr-16.0
0,4851,5,hjmxr,world,-28.0,4851|5worldhjmxr-28.0
0,4851,6,world,hjmxr,35.0,4851|6worldhjmxr35.0
0,4851,8,world,hipzw,8.0,4851|8worldhipzw8.0
0,4851,9,hipzw,world,-19.0,4851|9worldhipzw-19.0
0,4851,11,world,hipzw,1.0,4851|11worldhipzw1.0
0,4851,13,wizey,world,-168.0,4851|13worldwizey-168.0
0,4851,14,wizey,world,-77.0,4851|14worldwizey-77.0
0,4851,15,world,wizey,367.0,4851|15worldwizey367.0
0,4851,17,world,uitcq,26.0,4851|17worlduitcq26.0
0,4852,0,djruh,world,-102.0,4852|0worlddjruh-102.0
0,4852,2,world,djruh,133.0,4852|2worlddjruh133.0
0,4852,3,djruh,world,-5.0,4852|3worlddjruh-5.0
0,4852,4,world,hjmxr,7.0,4852|4worldhjmxr7.0
0,4852,5,hjmxr,world,-14.0,4852|5worldhjmxr-14.0
0,4852,6,world,hjmxr,10.0,4852|6worldhjmxr10.0
0,4852,8,hipzw,world,-16.0,4852|8worldhipzw-16.0
0,4852,9,world,hipzw,23.0,4852|9worldhipzw23.0
0,4852,11,world,hipzw,1.0,4852|11worldhipzw1.0
0,4852,13,world,wizey,161.0,4852|13worldwizey161.0
0,4852,14,wizey,world,-200.0,4852|14worldwizey-200.0
0,4852,15,wizey,world,-49.0,4852|15worldwizey-49.0
0,4852,17,world,uitcq,35.0,4852|17worlduitcq35.0
0,4853,0,world,djruh,29.0,4853|0worlddjruh29.0
0,4853,2,world,djruh,25.0,4853|2worlddjruh25.0
0,4853,3,djruh,world,-31.0,4853|3worlddjruh-31.0
0,4853,4,world,hjmxr,14.0,4853|4worldhjmxr14.0
0,4853,5,hjmxr,world,-21.0,4853|5worldhjmxr-21.0
0,4853,6,world,hjmxr,2.0,4853|6worldhjmxr2.0
0,4853,8,hipzw,world,-18.0,4853|8worldhipzw-18.0
0,4853,9,world,hipzw,21.0,4853|9worldhipzw21.0
0,4853,11,world,hipzw,12.0,4853|11worldhipzw12.0
0,4853,13,wizey,world,-226.0,4853|13worldwizey-226.0
