,ToS,stock,seller,buyer,volume,tradeID
0,2835,11,hipzw,world,-1.0,2835|11worldhipzw-1.0
0,2835,13,world,wizey,18.0,2835|13worldwizey18.0
0,2835,17,world,uitcq,4.0,2835|17worlduitcq4.0
0,2836,0,djruh,world,-23.0,2836|0worlddjruh-23.0
0,2836,4,hjmxr,world,-13.0,2836|4worldhjmxr-13.0
0,2836,5,world,hjmxr,21.0,2836|5worldhjmxr21.0
0,2836,6,world,hjmxr,16.0,2836|6worldhjmxr16.0
0,2836,7,hjmxr,world,-13.0,2836|7worldhjmxr-13.0
0,2836,10,hipzw,world,-13.0,2836|10worldhipzw-13.0
0,2836,11,hipzw,world,-1.0,2836|11worldhipzw-1.0
0,2836,13,wizey,world,-31.0,2836|13worldwizey-31.0
0,2836,17,world,uitcq,11.0,2836|17worlduitcq11.0
0,2837,0,djruh,world,-24.0,2837|0worlddjruh-24.0
0,2837,4,world,hjmxr,8.0,2837|4worldhjmxr8.0
0,2837,5,hjmxr,world,-38.0,2837|5worldhjmxr-38.0
0,2837,6,world,hjmxr,7.0,2837|6worldhjmxr7.0
0,2837,7,world,hjmxr,21.0,2837|7worldhjmxr21.0
0,2837,10,world,hipzw,46.0,2837|10worldhipzw46.0
0,2837,11,hipzw,world,-17.0,2837|11worldhipzw-17.0
0,2837,13,wizey,world,-10.0,2837|13worldwizey-10.0
0,2837,17,uitcq,world,-11.0,2837|17worlduitcq-11.0
0,2838,0,djruh,world,-9.0,2838|0worlddjruh-9.0
0,2838,4,hjmxr,world,-23.0,2838|4worldhjmxr-23.0
0,2838,5,world,hjmxr,58.0,2838|5worldhjmxr58.0
0,2838,6,hjmxr,world,-29.0,2838|6worldhjmxr-29.0
0,2838,7,world,hjmxr,11.0,2838|7worldhjmxr11.0
0,2838,10,hipzw,world,-8.0,2838|10worldhipzw-8.0
0,2838,11,hipzw,world,-8.0,2838|11worldhipzw-8.0
0,2838,13,world,wizey,8.0,2838|13worldwizey8.0
0,2838,17,world,uitcq,10.0,2838|17worlduitcq10.0
0,2839,0,djruh,world,-16.0,2839|0worlddjruh-16.0
0,2839,4,world,hjmxr,9.0,2839|4worldhjmxr9.0
0,2839,5,hjmxr,world,-40.0,2839|5worldhjmxr-40.0
0,2839,6,world,hjmxr,72.0,2839|6worldhjmxr72.0
0,2839,7,hjmxr,world,-60.0,2839|7worldhjmxr-60.0
0,2839,11,world,hipzw,6.0,2839|11worldhipzw6.0
0,2839,13,wizey,world,-4.0,2839|13worldwizey-4.0
0,2839,17,uitcq,world,-11.0,2839|17worlduitcq-11.0
0,2840,0,djruh,world,-9.0,2840|0worlddjruh-9.0
0,2840,4,world,hjmxr,20.0,2840|4worldhjmxr20.0
0,2840,5,world,hjmxr,3.0,2840|5worldhjmxr3.0
0,2840,6,hjmxr,world,-23.0,2840|6worldhjmxr-23.0
0,2840,7,world,hjmxr,7.0,2840|7worldhjmxr7.0
0,2840,10,hipzw,world,-6.0,2840|10worldhipzw-6.0
0,2840,11,world,hipzw,8.0,2840|11worldhipzw8.0
0,2840,13,world,wizey,24.0,2840|13worldwizey24.0
0,2840,17,world,uitcq,12.0,2840|17worlduitcq12.0
0,2841,0,world,djruh,3.0,2841|0worlddjruh3.0
0,2841,4,world,hjmxr,26.0,2841|4worldhjmxr26.0
0,2841,5,hjmxr,world,-65.0,2841|5worldhjmxr-65.0
0,2841,6,hjmxr,world,-23.0,2841|6worldhjmxr-23.0
0,2841,7,world,hjmxr,38.0,2841|7worldhjmxr38.0
0,2841,10,hipzw,world,-11.0,2841|10worldhipzw-11.0
0,2841,11,hipzw,world,-8.0,2841|11worldhipzw-8.0
0,2841,13,world,wizey,13.0,2841|13worldwizey13.0
0,2841,17,uitcq,world,-27.0,2841|17worlduitcq-27.0
0,2842,0,djruh,world,-6.0,2842|0worlddjruh-6.0
0,2842,4,world,hjmxr,21.0,2842|4worldhjmxr21.0
0,2842,5,world,hjmxr,1.0,2842|5worldhjmxr1.0
0,2842,6,hjmxr,world,-2.0,2842|6worldhjmxr-2.0
0,2842,7,hjmxr,world,-2.0,2842|7worldhjmxr-2.0
0,2842,10,hipzw,world,-39.0,2842|10worldhipzw-39.0
0,2842,11,world,hipzw,21.0,2842|11worldhipzw21.0
0,2842,13,world,wizey,21.0,2842|13worldwizey21.0
0,2842,17,uitcq,world,-11.0,2842|17worlduitcq-11.0
0,2843,0,djruh,world,-43.0,2843|0worlddjruh-43.0
0,2843,4,hjmxr,world,-45.0,2843|4worldhjmxr-45.0
0,2843,5,hjmxr,world,-19.0,2843|5worldhjmxr-19.0
0,2843,6,world,hjmxr,65.0,2843|6worldhjmxr65.0
0,2843,7,world,hjmxr,18.0,2843|7worldhjmxr18.0
0,2843,10,hipzw,world,-12.0,2843|10worldhipzw-12.0
0,2843,11,world,hipzw,3.0,2843|11worldhipzw3.0
0,2843,13,world,wizey,26.0,2843|13worldwizey26.0
0,2843,17,uitcq,world,-18.0,2843|17worlduitcq-18.0
0,2844,0,world,djruh,31.0,2844|0worlddjruh31.0
0,2844,4,hjmxr,world,-16.0,2844|4worldhjmxr-16.0
0,2844,5,world,hjmxr,17.0,2844|5worldhjmxr17.0
0,2844,6,hjmxr,world,-7.0,2844|6worldhjmxr-7.0
0,2844,7,world,hjmxr,17.0,2844|7worldhjmxr17.0
0,2844,10,hipzw,world,-4.0,2844|10worldhipzw-4.0
0,2844,11,hipzw,world,-7.0,2844|11worldhipzw-7.0
0,2844,13,world,wizey,34.0,2844|13worldwizey34.0
0,2844,17,world,uitcq,1.0,2844|17worlduitcq1.0
0,2845,0,djruh,world,-14.0,2845|0worlddjruh-14.0
0,2845,4,world,hjmxr,10.0,2845|4worldhjmxr10.0
0,2845,5,hjmxr,world,-103.0,2845|5worldhjmxr-103.0
0,2845,6,world,hjmxr,61.0,2845|6worldhjmxr61.0
0,2845,7,world,hjmxr,2.0,2845|7worldhjmxr2.0
0,2845,10,hipzw,world,-58.0,2845|10worldhipzw-58.0
0,2845,11,world,hipzw,36.0,2845|11worldhipzw36.0
0,2845,13,wizey,world,-26.0,2845|13worldwizey-26.0
0,2845,17,uitcq,world,-20.0,2845|17worlduitcq-20.0
0,2846,0,djruh,world,-25.0,2846|0worlddjruh-25.0
0,2846,4,hjmxr,world,-33.0,2846|4worldhjmxr-33.0
0,2846,5,world,hjmxr,20.0,2846|5worldhjmxr20.0
0,2846,6,world,hjmxr,2.0,2846|6worldhjmxr2.0
0,2846,7,world,hjmxr,35.0,2846|7worldhjmxr35.0
0,2846,10,hipzw,world,-15.0,2846|10worldhipzw-15.0
0,2846,11,world,hipzw,6.0,2846|11worldhipzw6.0
0,2846,13,wizey,world,-54.0,2846|13worldwizey-54.0
0,2846,17,uitcq,world,-16.0,2846|17worlduitcq-16.0
0,2847,0,djruh,world,-28.0,2847|0worlddjruh-28.0
0,2847,4,world,hjmxr,18.0,2847|4worldhjmxr18.0
0,2847,5,hjmxr,world,-14.0,2847|5worldhjmxr-14.0
0,2847,6,world,hjmxr,61.0,2847|6worldhjmxr61.0
0,2847,7,hjmxr,world,-33.0,2847|7worldhjmxr-33.0
0,2847,10,world,hipzw,3.0,2847|10worldhipzw3.0
0,2847,11,world,hipzw,2.0,2847|11worldhipzw2.0
0,2847,13,wizey,world,-10.0,2847|13worldwizey-10.0
0,2847,17,uitcq,world,-4.0,2847|17worlduitcq-4.0
0,2848,0,world,djruh,42.0,2848|0worlddjruh42.0
0,2848,4,world,hjmxr,32.0,2848|4worldhjmxr32.0
0,2848,5,hjmxr,world,-58.0,2848|5worldhjmxr-58.0
0,2848,6,hjmxr,world,-32.0,2848|6worldhjmxr-32.0
0,2848,7,world,hjmxr,12.0,2848|7worldhjmxr12.0
0,2848,10,world,hipzw,37.0,2848|10worldhipzw37.0
0,2848,11,hipzw,world,-37.0,2848|11worldhipzw-37.0
0,2848,13,world,wizey,6.0,2848|13worldwizey6.0
0,2849,0,world,djruh,16.0,2849|0worlddjruh16.0
0,2849,4,hjmxr,world,-3.0,2849|4worldhjmxr-3.0
0,2849,5,world,hjmxr,49.0,2849|5worldhjmxr49.0
0,2849,6,hjmxr,world,-57.0,2849|6worldhjmxr-57.0
0,2849,7,world,hjmxr,2.0,2849|7worldhjmxr2.0
0,2849,10,world,hipzw,22.0,2849|10worldhipzw22.0
0,2849,11,hipzw,world,-15.0,2849|11worldhipzw-15.0
0,2849,13,world,wizey,17.0,2849|13worldwizey17.0
0,2849,17,world,uitcq,7.0,2849|17worlduitcq7.0
0,2850,0,world,djruh,67.0,2850|0worlddjruh67.0
0,2850,4,world,hjmxr,14.0,2850|4worldhjmxr14.0
0,2850,5,hjmxr,world,-23.0,2850|5worldhjmxr-23.0
0,2850,6,hjmxr,world,-39.0,2850|6worldhjmxr-39.0
0,2850,7,world,hjmxr,17.0,2850|7worldhjmxr17.0
0,2850,10,world,hipzw,5.0,2850|10worldhipzw5.0
0,2850,11,world,hipzw,3.0,2850|11worldhipzw3.0
0,2850,13,world,wizey,10.0,2850|13worldwizey10.0
0,2850,17,uitcq,world,-6.0,2850|17worlduitcq-6.0
0,2851,0,djruh,world,-10.0,2851|0worlddjruh-10.0
0,2851,4,hjmxr,world,-6.0,2851|4worldhjmxr-6.0
0,2851,5,world,hjmxr,24.0,2851|5worldhjmxr24.0
0,2851,6,hjmxr,world,-15.0,2851|6worldhjmxr-15.0
0,2851,7,hjmxr,world,-9.0,2851|7worldhjmxr-9.0
0,2851,11,world,hipzw,3.0,2851|11worldhipzw3.0
0,2851,13,world,wizey,31.0,2851|13worldwizey31.0
0,2851,17,uitcq,world,-13.0,2851|17worlduitcq-13.0
0,2852,0,djruh,world,-60.0,2852|0worlddjruh-60.0
0,2852,4,world,hjmxr,23.0,2852|4worldhjmxr23.0
0,2852,5,world,hjmxr,79.0,2852|5worldhjmxr79.0
0,2852,6,hjmxr,world,-99.0,2852|6worldhjmxr-99.0
0,2852,7,hjmxr,world,-8.0,2852|7worldhjmxr-8.0
0,2852,10,hipzw,world,-52.0,2852|10worldhipzw-52.0
0,2852,11,world,hipzw,47.0,2852|11worldhipzw47.0
0,2852,13,wizey,world,-24.0,2852|13worldwizey-24.0
0,2852,17,uitcq,world,-8.0,2852|17worlduitcq-8.0
0,2853,0,djruh,world,-22.0,2853|0worlddjruh-22.0
0,2853,4,world,hjmxr,29.0,2853|4worldhjmxr29.0
0,2853,5,hjmxr,world,-45.0,2853|5worldhjmxr-45.0
0,2853,6,world,hjmxr,11.0,2853|6worldhjmxr11.0
0,2853,7,hjmxr,world,-4.0,2853|7worldhjmxr-4.0
0,2853,10,hipzw,world,-39.0,2853|10worldhipzw-39.0
0,2853,11,world,hipzw,24.0,2853|11worldhipzw24.0
0,2853,13,world,wizey,24.0,2853|13worldwizey24.0
0,2853,17,world,uitcq,6.0,2853|17worlduitcq6.0
0,2854,0,world,djruh,52.0,2854|0worlddjruh52.0
0,2854,4,world,hjmxr,31.0,2854|4worldhjmxr31.0
0,2854,5,world,hjmxr,40.0,2854|5worldhjmxr40.0
0,2854,6,world,hjmxr,15.0,2854|6worldhjmxr15.0
0,2854,7,hjmxr,world,-118.0,2854|7worldhjmxr-118.0
0,2854,10,world,hipzw,25.0,2854|10worldhipzw25.0
0,2854,11,hipzw,world,-16.0,2854|11worldhipzw-16.0
0,2854,13,wizey,world,-23.0,2854|13worldwizey-23.0
0,2854,17,world,uitcq,16.0,2854|17worlduitcq16.0
0,2855,0,djruh,world,-24.0,2855|0worlddjruh-24.0
0,2855,4,hjmxr,world,-2.0,2855|4worldhjmxr-2.0
0,2855,5,hjmxr,world,-9.0,2855|5worldhjmxr-9.0
0,2855,6,hjmxr,world,-21.0,2855|6worldhjmxr-21.0
0,2855,7,world,hjmxr,1.0,2855|7worldhjmxr1.0
0,2855,10,hipzw,world,-70.0,2855|10worldhipzw-70.0
0,2855,11,world,hipzw,42.0,2855|11worldhipzw42.0
0,2855,13,world,wizey,6.0,2855|13worldwizey6.0
0,2855,17,uitcq,world,-4.0,2855|17worlduitcq-4.0
0,2856,0,world,djruh,25.0,2856|0worlddjruh25.0
0,2856,4,world,hjmxr,20.0,2856|4worldhjmxr20.0
0,2856,5,hjmxr,world,-10.0,2856|5worldhjmxr-10.0
0,2856,6,hjmxr,world,-13.0,2856|6worldhjmxr-13.0
0,2856,10,world,hipzw,7.0,2856|10worldhipzw7.0
0,2856,11,hipzw,world,-2.0,2856|11worldhipzw-2.0
0,2856,13,world,wizey,4.0,2856|13worldwizey4.0
0,2856,17,uitcq,world,-16.0,2856|17worlduitcq-16.0
0,2857,0,djruh,world,-36.0,2857|0worlddjruh-36.0
0,2857,4,world,hjmxr,7.0,2857|4worldhjmxr7.0
0,2857,5,hjmxr,world,-32.0,2857|5worldhjmxr-32.0
0,2857,7,world,hjmxr,17.0,2857|7worldhjmxr17.0
0,2857,10,hipzw,world,-38.0,2857|10worldhipzw-38.0
0,2857,11,world,hipzw,23.0,2857|11worldhipzw23.0
0,2857,13,wizey,world,-21.0,2857|13worldwizey-21.0
0,2857,17,uitcq,world,-7.0,2857|17worlduitcq-7.0
0,2858,0,world,djruh,29.0,2858|0worlddjruh29.0
0,2858,4,hjmxr,world,-12.0,2858|4worldhjmxr-12.0
0,2858,5,hjmxr,world,-32.0,2858|5worldhjmxr-32.0
0,2858,6,hjmxr,world,-14.0,2858|6worldhjmxr-14.0
0,2858,7,world,hjmxr,75.0,2858|7worldhjmxr75.0
0,2858,10,hipzw,world,-50.0,2858|10worldhipzw-50.0
0,2858,11,world,hipzw,21.0,2858|11worldhipzw21.0
0,2858,13,wizey,world,-10.0,2858|13worldwizey-10.0
0,2858,17,uitcq,world,-1.0,2858|17worlduitcq-1.0
0,2859,0,world,djruh,1.0,2859|0worlddjruh1.0
0,2859,4,world,hjmxr,8.0,2859|4worldhjmxr8.0
0,2859,5,hjmxr,world,-58.0,2859|5worldhjmxr-58.0
0,2859,6,world,hjmxr,27.0,2859|6worldhjmxr27.0
0,2859,7,world,hjmxr,10.0,2859|7worldhjmxr10.0
0,2859,10,hipzw,world,-3.0,2859|10worldhipzw-3.0
0,2859,11,hipzw,world,-12.0,2859|11worldhipzw-12.0
0,2859,13,wizey,world,-20.0,2859|13worldwizey-20.0
0,2859,17,world,uitcq,20.0,2859|17worlduitcq20.0
0,2860,0,djruh,world,-13.0,2860|0worlddjruh-13.0
0,2860,4,world,hjmxr,2.0,2860|4worldhjmxr2.0
0,2860,5,hjmxr,world,-26.0,2860|5worldhjmxr-26.0
0,2860,6,world,hjmxr,59.0,2860|6worldhjmxr59.0
0,2860,7,hjmxr,world,-38.0,2860|7worldhjmxr-38.0
0,2860,10,world,hipzw,20.0,2860|10worldhipzw20.0
0,2860,11,hipzw,world,-22.0,2860|11worldhipzw-22.0
0,2860,13,world,wizey,6.0,2860|13worldwizey6.0
0,2860,17,uitcq,world,-3.0,2860|17worlduitcq-3.0
0,2861,0,djruh,world,-59.0,2861|0worlddjruh-59.0
0,2861,4,hjmxr,world,-1.0,2861|4worldhjmxr-1.0
0,2861,5,hjmxr,world,-4.0,2861|5worldhjmxr-4.0
0,2861,6,world,hjmxr,53.0,2861|6worldhjmxr53.0
0,2861,7,hjmxr,world,-42.0,2861|7worldhjmxr-42.0
0,2861,10,world,hipzw,30.0,2861|10worldhipzw30.0
0,2861,11,hipzw,world,-36.0,2861|11worldhipzw-36.0
0,2861,13,world,wizey,1.0,2861|13worldwizey1.0
0,2861,17,world,uitcq,7.0,2861|17worlduitcq7.0
0,2862,0,world,djruh,20.0,2862|0worlddjruh20.0
0,2862,4,hjmxr,world,-2.0,2862|4worldhjmxr-2.0
0,2862,5,world,hjmxr,2.0,2862|5worldhjmxr2.0
0,2862,6,hjmxr,world,-2.0,2862|6worldhjmxr-2.0
0,2862,10,hipzw,world,-24.0,2862|10worldhipzw-24.0
0,2862,11,world,hipzw,19.0,2862|11worldhipzw19.0
0,2862,17,uitcq,world,-3.0,2862|17worlduitcq-3.0
0,2863,0,djruh,world,-2559.0,2863|0worlddjruh-2559.0
0,2863,3,world,djruh,1770.0,2863|3worlddjruh1770.0
0,2863,4,world,hjmxr,3.0,2863|4worldhjmxr3.0
0,2863,5,hjmxr,world,-21.0,2863|5worldhjmxr-21.0
0,2863,6,world,hjmxr,8.0,2863|6worldhjmxr8.0
0,2863,7,world,hjmxr,28.0,2863|7worldhjmxr28.0
0,2863,10,hipzw,world,-28.0,2863|10worldhipzw-28.0
0,2863,11,world,hipzw,20.0,2863|11worldhipzw20.0
0,2863,13,world,wizey,3.0,2863|13worldwizey3.0
0,2863,17,uitcq,world,-11.0,2863|17worlduitcq-11.0
0,2864,0,djruh,world,-759.0,2864|0worlddjruh-759.0
0,2864,3,world,djruh,508.0,2864|3worlddjruh508.0
0,2864,4,hjmxr,world,-18.0,2864|4worldhjmxr-18.0
0,2864,5,world,hjmxr,55.0,2864|5worldhjmxr55.0
0,2864,6,world,hjmxr,18.0,2864|6worldhjmxr18.0
0,2864,7,hjmxr,world,-52.0,2864|7worldhjmxr-52.0
0,2864,10,hipzw,world,-26.0,2864|10worldhipzw-26.0
0,2864,11,world,hipzw,22.0,2864|11worldhipzw22.0
0,2864,13,wizey,world,-5.0,2864|13worldwizey-5.0
0,2864,17,uitcq,world,-4.0,2864|17worlduitcq-4.0
0,2865,0,djruh,world,-9.0,2865|0worlddjruh-9.0
0,2865,3,djruh,world,-1.0,2865|3worlddjruh-1.0
0,2865,4,world,hjmxr,67.0,2865|4worldhjmxr67.0
0,2865,5,world,hjmxr,37.0,2865|5worldhjmxr37.0
0,2865,6,hjmxr,world,-66.0,2865|6worldhjmxr-66.0
0,2865,7,hjmxr,world,-64.0,2865|7worldhjmxr-64.0
0,2865,10,hipzw,world,-33.0,2865|10worldhipzw-33.0
0,2865,11,world,hipzw,29.0,2865|11worldhipzw29.0
0,2865,13,wizey,world,-19.0,2865|13worldwizey-19.0
0,2865,17,world,uitcq,15.0,2865|17worlduitcq15.0
0,2866,0,djruh,world,-1.0,2866|0worlddjruh-1.0
0,2866,3,djruh,world,-13.0,2866|3worlddjruh-13.0
0,2866,4,world,hjmxr,37.0,2866|4worldhjmxr37.0
0,2866,5,hjmxr,world,-74.0,2866|5worldhjmxr-74.0
0,2866,6,world,hjmxr,39.0,2866|6worldhjmxr39.0
0,2866,7,world,hjmxr,14.0,2866|7worldhjmxr14.0
0,2866,10,hipzw,world,-61.0,2866|10worldhipzw-61.0
0,2866,11,world,hipzw,51.0,2866|11worldhipzw51.0
0,2866,13,wizey,world,-7.0,2866|13worldwizey-7.0
0,2866,17,world,uitcq,11.0,2866|17worlduitcq11.0
0,2867,0,world,djruh,2.0,2867|0worlddjruh2.0
0,2867,3,djruh,world,-12.0,2867|3worlddjruh-12.0
0,2867,4,world,hjmxr,69.0,2867|4worldhjmxr69.0
0,2867,5,hjmxr,world,-64.0,2867|5worldhjmxr-64.0
0,2867,6,world,hjmxr,10.0,2867|6worldhjmxr10.0
0,2867,7,hjmxr,world,-66.0,2867|7worldhjmxr-66.0
0,2867,10,world,hipzw,8.0,2867|10worldhipzw8.0
0,2867,11,world,hipzw,3.0,2867|11worldhipzw3.0
0,2867,13,wizey,world,-3.0,2867|13worldwizey-3.0
0,2867,17,uitcq,world,-6.0,2867|17worlduitcq-6.0
0,2868,0,djruh,world,-180.0,2868|0worlddjruh-180.0
0,2868,3,world,djruh,121.0,2868|3worlddjruh121.0
0,2868,4,hjmxr,world,-13.0,2868|4worldhjmxr-13.0
0,2868,5,world,hjmxr,55.0,2868|5worldhjmxr55.0
0,2868,6,world,hjmxr,13.0,2868|6worldhjmxr13.0
0,2868,7,hjmxr,world,-48.0,2868|7worldhjmxr-48.0
0,2868,10,hipzw,world,-53.0,2868|10worldhipzw-53.0
0,2868,11,world,hipzw,47.0,2868|11worldhipzw47.0
0,2868,13,wizey,world,-15.0,2868|13worldwizey-15.0
0,2868,17,world,uitcq,18.0,2868|17worlduitcq18.0
0,2869,0,djruh,world,-328.0,2869|0worlddjruh-328.0
0,2869,3,world,djruh,204.0,2869|3worlddjruh204.0
0,2869,4,world,hjmxr,14.0,2869|4worldhjmxr14.0
0,2869,5,hjmxr,world,-20.0,2869|5worldhjmxr-20.0
0,2869,6,hjmxr,world,-85.0,2869|6worldhjmxr-85.0
0,2869,7,world,hjmxr,86.0,2869|7worldhjmxr86.0
0,2869,10,hipzw,world,-25.0,2869|10worldhipzw-25.0
0,2869,11,world,hipzw,7.0,2869|11worldhipzw7.0
0,2869,13,world,wizey,9.0,2869|13worldwizey9.0
0,2869,17,world,uitcq,23.0,2869|17worlduitcq23.0
0,2870,0,world,djruh,3.0,2870|0worlddjruh3.0
0,2870,3,world,djruh,16.0,2870|3worlddjruh16.0
0,2870,4,world,hjmxr,2.0,2870|4worldhjmxr2.0
0,2870,5,world,hjmxr,14.0,2870|5worldhjmxr14.0
0,2870,6,hjmxr,world,-26.0,2870|6worldhjmxr-26.0
0,2870,7,hjmxr,world,-15.0,2870|7worldhjmxr-15.0
0,2870,10,world,hipzw,57.0,2870|10worldhipzw57.0
0,2870,11,hipzw,world,-52.0,2870|11worldhipzw-52.0
0,2870,13,wizey,world,-13.0,2870|13worldwizey-13.0
0,2870,17,world,uitcq,17.0,2870|17worlduitcq17.0
0,2871,0,djruh,world,-247.0,2871|0worlddjruh-247.0
0,2871,3,world,djruh,196.0,2871|3worlddjruh196.0
0,2871,4,world,hjmxr,55.0,2871|4worldhjmxr55.0
0,2871,5,hjmxr,world,-15.0,2871|5worldhjmxr-15.0
0,2871,6,hjmxr,world,-51.0,2871|6worldhjmxr-51.0
0,2871,7,hjmxr,world,-21.0,2871|7worldhjmxr-21.0
0,2871,10,world,hipzw,23.0,2871|10worldhipzw23.0
0,2871,11,hipzw,world,-16.0,2871|11worldhipzw-16.0
0,2871,13,wizey,world,-7.0,2871|13worldwizey-7.0
0,2871,17,world,uitcq,13.0,2871|17worlduitcq13.0
0,2872,0,world,djruh,9.0,2872|0worlddjruh9.0
0,2872,3,world,djruh,2.0,2872|3worlddjruh2.0
0,2872,4,hjmxr,world,-40.0,2872|4worldhjmxr-40.0
0,2872,5,world,hjmxr,51.0,2872|5worldhjmxr51.0
0,2872,6,hjmxr,world,-7.0,2872|6worldhjmxr-7.0
0,2872,7,hjmxr,world,-5.0,2872|7worldhjmxr-5.0
0,2872,10,hipzw,world,-4.0,2872|10worldhipzw-4.0
0,2872,11,world,hipzw,7.0,2872|11worldhipzw7.0
0,2872,13,world,wizey,5.0,2872|13worldwizey5.0
0,2872,17,uitcq,world,-11.0,2872|17worlduitcq-11.0
0,2873,0,djruh,world,-267.0,2873|0worlddjruh-267.0
0,2873,3,world,djruh,177.0,2873|3worlddjruh177.0
0,2873,4,hjmxr,world,-4.0,2873|4worldhjmxr-4.0
0,2873,5,hjmxr,world,-20.0,2873|5worldhjmxr-20.0
0,2873,6,hjmxr,world,-13.0,2873|6worldhjmxr-13.0
0,2873,7,world,hjmxr,39.0,2873|7worldhjmxr39.0
0,2873,10,world,hipzw,68.0,2873|10worldhipzw68.0
0,2873,11,hipzw,world,-35.0,2873|11worldhipzw-35.0
0,2873,13,wizey,world,-29.0,2873|13worldwizey-29.0
0,2873,17,world,uitcq,17.0,2873|17worlduitcq17.0
0,2874,3,djruh,world,-18.0,2874|3worlddjruh-18.0
0,2874,4,world,hjmxr,1.0,2874|4worldhjmxr1.0
0,2874,5,world,hjmxr,46.0,2874|5worldhjmxr46.0
0,2874,6,world,hjmxr,15.0,2874|6worldhjmxr15.0
0,2874,7,hjmxr,world,-33.0,2874|7worldhjmxr-33.0
0,2874,10,hipzw,world,-26.0,2874|10worldhipzw-26.0
0,2874,11,world,hipzw,9.0,2874|11worldhipzw9.0
0,2874,13,world,wizey,30.0,2874|13worldwizey30.0
0,2874,17,world,uitcq,4.0,2874|17worlduitcq4.0
0,2875,0,djruh,world,-2.0,2875|0worlddjruh-2.0
0,2875,3,djruh,world,-10.0,2875|3worlddjruh-10.0
0,2875,4,hjmxr,world,-3.0,2875|4worldhjmxr-3.0
0,2875,5,world,hjmxr,64.0,2875|5worldhjmxr64.0
0,2875,6,world,hjmxr,21.0,2875|6worldhjmxr21.0
0,2875,7,hjmxr,world,-79.0,2875|7worldhjmxr-79.0
0,2875,10,hipzw,world,-35.0,2875|10worldhipzw-35.0
0,2875,11,world,hipzw,6.0,2875|11worldhipzw6.0
0,2875,13,wizey,world,-41.0,2875|13worldwizey-41.0
0,2875,17,world,uitcq,1.0,2875|17worlduitcq1.0
0,2876,0,world,djruh,5.0,2876|0worlddjruh5.0
0,2876,3,djruh,world,-6.0,2876|3worlddjruh-6.0
0,2876,4,world,hjmxr,13.0,2876|4worldhjmxr13.0
0,2876,5,hjmxr,world,-15.0,2876|5worldhjmxr-15.0
0,2876,6,world,hjmxr,10.0,2876|6worldhjmxr10.0
0,2876,7,world,hjmxr,8.0,2876|7worldhjmxr8.0
0,2876,10,hipzw,world,-16.0,2876|10worldhipzw-16.0
0,2876,11,world,hipzw,13.0,2876|11worldhipzw13.0
0,2876,13,wizey,world,-41.0,2876|13worldwizey-41.0
0,2876,17,world,uitcq,10.0,2876|17worlduitcq10.0
0,2877,0,djruh,world,-366.0,2877|0worlddjruh-366.0
0,2877,3,world,djruh,217.0,2877|3worlddjruh217.0
0,2877,4,hjmxr,world,-11.0,2877|4worldhjmxr-11.0
0,2877,5,hjmxr,world,-6.0,2877|5worldhjmxr-6.0
0,2877,6,hjmxr,world,-13.0,2877|6worldhjmxr-13.0
0,2877,7,world,hjmxr,40.0,2877|7worldhjmxr40.0
0,2877,10,world,hipzw,6.0,2877|10worldhipzw6.0
0,2877,13,world,wizey,2.0,2877|13worldwizey2.0
0,2877,17,uitcq,world,-3.0,2877|17worlduitcq-3.0
0,2878,0,world,djruh,225.0,2878|0worlddjruh225.0
0,2878,3,djruh,world,-161.0,2878|3worlddjruh-161.0
0,2878,4,world,hjmxr,93.0,2878|4worldhjmxr93.0
0,2878,5,hjmxr,world,-75.0,2878|5worldhjmxr-75.0
0,2878,6,hjmxr,world,-53.0,2878|6worldhjmxr-53.0
0,2878,7,hjmxr,world,-15.0,2878|7worldhjmxr-15.0
0,2878,10,hipzw,world,-22.0,2878|10worldhipzw-22.0
0,2878,11,world,hipzw,29.0,2878|11worldhipzw29.0
0,2878,13,wizey,world,-16.0,2878|13worldwizey-16.0
0,2878,17,uitcq,world,-8.0,2878|17worlduitcq-8.0
0,2879,0,djruh,world,-13.0,2879|0worlddjruh-13.0
0,2879,3,world,djruh,2.0,2879|3worlddjruh2.0
0,2879,4,world,hjmxr,32.0,2879|4worldhjmxr32.0
0,2879,5,world,hjmxr,48.0,2879|5worldhjmxr48.0
0,2879,6,hjmxr,world,-50.0,2879|6worldhjmxr-50.0
0,2879,7,hjmxr,world,-14.0,2879|7worldhjmxr-14.0
0,2879,10,hipzw,world,-45.0,2879|10worldhipzw-45.0
0,2879,11,world,hipzw,25.0,2879|11worldhipzw25.0
0,2879,13,wizey,world,-18.0,2879|13worldwizey-18.0
0,2879,17,world,uitcq,7.0,2879|17worlduitcq7.0
0,2880,0,world,djruh,396.0,2880|0worlddjruh396.0
0,2880,3,djruh,world,-272.0,2880|3worlddjruh-272.0
0,2880,4,hjmxr,world,-14.0,2880|4worldhjmxr-14.0
0,2880,5,world,hjmxr,14.0,2880|5worldhjmxr14.0
0,2880,6,world,hjmxr,66.0,2880|6worldhjmxr66.0
0,2880,7,hjmxr,world,-82.0,2880|7worldhjmxr-82.0
0,2880,10,hipzw,world,-12.0,2880|10worldhipzw-12.0
0,2880,13,wizey,world,-27.0,2880|13worldwizey-27.0
0,2880,17,world,uitcq,11.0,2880|17worlduitcq11.0
